CHROMATOGRAM,
lion3_spiked_ba5_1000times_1to1_lc1.raw,
Data points: 3047,
Time,Intensity
0.49427657,0
0.49660152,0
0.49892443,0
0.50124731,0
0.50357226,0
0.50589516,0
0.51039938,0
0.51272225,0
0.51504723,0
0.51737012,0
0.519693,0
0.52201798,0
0.52434085,0
0.52666378,0
0.52898878,0
0.53131167,0
0.53363666,0
0.53595955,0
0.53828245,0
0.5406074,0
0.5429303,0
0.54525533,0
0.54757823,0
0.54990112,0
0.55222611,0
0.55454901,0
0.55687396,0
0.5591969,0
0.56151975,0
0.56384478,0
0.56616768,0
0.56849265,0
0.57081557,0
0.57313845,0
0.57546343,0
0.57778631,0
0.58011128,0
0.58243423,0
0.5847571,0
0.5870821,0
0.58940498,0
0.59390495,0
0.59622993,0
0.59855287,0
0.60087577,0
0.60320075,0
0.60552365,0
0.60784863,0
0.61017152,0
0.6124944,0
0.61481938,0
0.61714231,0
0.6194673,0
0.6217902,0
0.6241131,0
0.62643805,0
0.62876096,0
0.63108385,0
0.63340886,0
0.63573176,0
0.63805678,0
0.64037965,0
0.64270255,0
0.64502753,0
0.64735043,0
0.6496754,0
0.65199832,0
0.65432122,0
0.65664622,0
0.65896912,0
0.661292,0
0.66361698,0
0.66593987,0
0.66826483,0
0.67058777,0
0.67509421,0
0.6774169,0
0.6797419,0
0.68206477,0
0.68438763,0
0.68671267,0
0.68903558,0
0.69136056,0
0.69368345,0
0.69600636,0
0.69833133,0
0.70065422,0
0.7029771,0
0.70530208,0
0.70762501,0
0.70995,0
0.71227287,0
0.7145958,0
0.7169208,0
0.71924366,0
0.72156863,0
0.72389156,0
0.72621446,0
0.72853945,0
0.73086235,0
0.73318733,0
0.73551022,0
0.7378331,0
0.74015808,0
0.74248102,0
0.74480601,0
0.74712891,0
0.7494518,0
0.75177675,0
0.75409967,0
0.75860822,0
0.76093095,0
0.76325588,0
0.76557878,0
0.76790168,0
0.77022665,0
0.77254955,0
0.7748745,0
0.77719743,0
0.77952036,0
0.78184533,0
0.78416821,0
0.78649322,0
0.7888161,0
0.79113898,0
0.79346395,0
0.7957869,0
0.79811185,0
0.80043478,0
0.80275772,0
0.80508267,0
0.80740557,0
0.80972843,0
0.81205345,0
0.81437633,0
0.81670133,0
0.81902423,0
0.82134715,0
0.8236721,0
0.825995,0
0.82831997,0
0.8306429,0
0.83296997,0
0.83529288,0
0.83761781,0
0.84211572,0
0.84444068,0
0.84676363,0
0.84909896,0
0.85461351,0
0.85868432,0
0.87100092,0
0.87991335,0
0.89714866,0
0.90946315,0
0.9266985,0
0.94631911,0
0.96354403,0
0.97586687,0
0.98479178,0
0.99370838,0
1.002625,0
1.0149457,0
1.0345707,0
1.0552123,0
1.0724599,0
1.0896994,0
1.1044284,0
1.1133575,0
1.1222866,0
1.1312158,0
1.1401386,0
1.1490552,0
1.1579739,0
1.1668884,0
1.1758154,0
1.1871237,0
1.1960445,0
1.2049631,0
1.2104923,0
1.2160047,0
1.2215193,0
1.2270318,0
1.2325463,0
1.2380629,0
1.2435775,0
1.2490941,0
1.2546065,0
1.2586898,0
1.2631857,0
1.2655086,0
1.2678315,0
1.2701565,0
1.2724794,0
1.2748043,0
1.2771272,0
1.2794501,0
1.2817751,0
1.284098,0
1.286423,0
1.288748,0
1.2910709,0
1.2933938,0
1.2957188,0
1.2980417,0
1.3003666,0
1.3026896,0
1.3050125,0
1.3073395,0
1.3096624,0
1.3119853,0
1.3143103,0
1.3166332,0
1.3189582,0
1.3212811,0
1.3236102,0
1.3259331,0
1.3282581,0
1.330581,0
1.332906,0
1.3352289,0
1.3407893,0
1.3486934,0
1.3542079,0
1.3597204,0
1.3652329,0
1.3707495,0
1.376264,0
1.3817973,0
1.387316,0
1.3928347,0
1.3983472,0
1.4038805,0
1.4093992,0
1.4149137,0
1.4204449,0
1.4259595,0
1.4338615,0
1.439374,0
1.4448885,0
1.4504052,0
1.4559197,0
1.4614322,0
1.4669467,0
1.4724821,0
1.4779988,0
1.4835133,0
1.4890341,0
1.4931091,0
1.4954319,0
1.504409,0
1.5167255,0
1.53524,0
1.545617,0
1.564471,0
1.5827751,0
1.6019041,0
1.6194873,0
1.6332331,0
1.650733,0
1.6695619,0
1.6898743,0
1.7132637,0
1.725597,0
1.7462927,0
1.7586301,0
1.7737237,0
1.786084,0
1.795034,0
1.8036131,0
1.8241421,0
1.8329566,0
1.8537274,0
1.8687293,0
1.8776917,0
1.8866333,0
1.8989832,0
1.9078769,0
1.9281602,0
1.9426309,0
1.959987,0
1.9689661,0
1.9813764,0
1.986918,0
1.9958638,4623.354004
2.0082325,5104.622559
2.0233344,3823.453613
2.0357031,0
2.0480489,8362.467773
2.0603488,26096.75195
2.0759737,37212.69531
2.0952966,19795.69336
2.1153569,6370.050293
2.1326942,5450.123535
2.1534856,48465.00781
2.1708251,20005.375
2.1825709,8373.368164
2.1950687,3465.162354
2.2075415,5291.963379
2.2200122,3143.043457
2.2373372,3877.17041
2.2581203,0
2.2732389,0
2.29402,0
2.306247,0
2.3266281,0
2.344051,4201.64209
2.3641988,11911.65918
2.3731987,12544.33106
2.3856257,4886.166992
2.3980652,3594.700195
2.4036526,4928.025391
2.4092338,0
2.4148173,0
2.419063,0
2.4213858,0
2.4237087,0
2.4285609,0
2.4308837,0
2.4332233,0
2.4355462,0
2.4378712,0
2.440194,0
2.4458169,4244.237305
2.4513814,11388.00195
2.4635439,15061.16895
2.4795646,0
2.4979791,18612.71484
2.5146206,0
2.5343038,0
2.5513641,19595.83398
2.5694327,11636.62402
2.5883305,282777.3125
2.6041095,3961018.5
2.6235031,3501013
2.6434093,648867.3125
2.6641987,176970.6719
2.676634,106810.7344
2.6883381,47115.41797
2.697336,24801.85352
2.7028672,21473.26367
2.7083985,16746.64063
2.7126379,14768.57715
2.7181504,11724.69043
2.723665,9696.000977
2.7291795,10519.05469
2.7346919,7058.97998
2.7402065,7715.468262
2.745719,4402.319336
2.7512502,8103.140625
2.7567626,5795.750977
2.7646689,4386.504395
2.7689064,2996.673828
2.7744542,0
2.7834624,4134.750977
2.7958582,0
2.8082019,9832.426758
2.829106,3386.639648
2.8382162,4835.745117
2.850237,0
2.8724639,0
2.8915054,0
2.9118617,0
2.9326345,118082.9766
2.9547425,3340644.5
2.9741632,1798266.875
2.9931318,625772.875
3.0137338,313031.1875
3.0366877,2548853.5
3.0568668,3035256.75
3.0773916,1180290.625
3.0976936,310576.1563
3.1206246,101452.2813
3.1404349,21647.0625
3.1597848,0
3.1769118,0
3.1967783,0
3.2138969,0
3.2310259,0
3.2469301,0
3.2639632,0
3.2829965,0
3.3009984,0
3.3196357,12247.8916
3.3398669,0
3.3633896,0
3.3838624,0
3.4035247,0
3.4228976,0
3.4451599,0
3.4648076,0
3.4843596,0
3.5033074,0
3.5262405,0
3.54663,0
3.5674527,0
3.5882256,0
3.6031879,0
3.6205336,0
3.6411918,0
3.6620167,0
3.6793146,0
3.7029186,0
3.7227746,0
3.7412119,0
3.7567181,0
3.7739117,0
3.788997,0
3.8041427,0
3.8204656,0
3.8364759,0
3.8560757,0
3.8742777,0
3.8905755,0
3.900088,0
3.9088712,0
3.9184753,0
3.9295669,0
3.9423939,0
3.9568188,0
3.9740603,0
3.9916956,0
4.0087039,0
4.0294308,0
4.0476619,0
4.067818,0
4.0879907,0
4.1107281,0
4.1303884,0
4.1505278,0
4.1714402,0
4.1947171,0
4.2148815,0
4.2357003,0
4.256596,0
4.2802207,0
4.3006309,0
4.3202787,0
4.3400599,0
4.3632952,0
4.3807616,0
4.4016198,0
4.4106406,0
4.4162218,0
4.4217884,0
4.4297487,0
4.4353133,0
4.4408821,0
4.4499132,0
4.4669527,0
4.4874525,0
4.5082774,0
4.528196,0
4.5475459,0
4.565777,0
4.5840852,0
4.6013372,0
4.6205224,0
4.6381306,0
4.657968,0
4.6779637,0
4.7001282,0
4.7187114,0
4.7375716,0
4.7574027,0
4.7796109,0
4.7976774,0
4.8163523,0
4.8355167,0
4.8560001,0
4.8794561,0
4.90031,0
4.9203266,0
4.9429722,0
4.9626492,0
4.9822865,0
5.002151,0
5.021578,0
5.0436674,0
5.062888,0
5.082115,0
5.0974524,0
5.1112211,0
5.1230668,0
5.135548,0
5.151402,0
5.1682019,0
5.1859102,0
5.2080641,0
5.2279182,0
5.2478534,0
5.2677658,0
5.2880052,0
5.3088342,0
5.3297238,0
5.3471923,0
5.3575943,0
5.3665776,0
5.3721254,0
5.3776733,0
5.3832233,0
5.3887733,0
5.3928547,0
5.3951774,0
5.3975024,0
5.4030982,0
5.4086606,0
5.4127253,0
5.4217314,0
5.4414979,0
5.4640894,0
5.4852309,0
5.5028977,0
5.5155328,0
5.527241,0
5.5327931,0
5.5383409,0
5.5473576,0
5.5646949,0
5.5821365,0
5.5946323,0
5.6098467,0
5.6188779,0
5.6279924,0
5.6371048,0
5.6462381,0
5.6553568,0
5.6610215,0
5.6652589,0
5.6675818,0
5.6699068,0
5.6722296,0
5.6767318,0
5.6790546,0
5.6813796,0
5.6837025,0
5.6860275,0
5.6883503,0
5.6906732,0
5.6929982,0
5.6953211,0
5.6976461,0
5.7033481,0
5.707421,0
5.7130981,0
5.7171606,0
5.7194835,0
5.7218085,0
5.7241564,0
5.7264792,0
5.7288042,0
5.7311271,0
5.7334501,0
5.735775,0
5.7380979,0
5.7404229,0
5.7427458,0
5.7450916,0
5.7474166,0
5.7497395,0
5.7520645,0
5.7543874,0
5.7590561,0
5.762181,0
5.764506,0
5.766831,0
5.769154,0
5.7714789,0
5.7738018,0
5.7761247,0
5.7784497,0
5.7807726,0
5.7830976,0
5.7854205,0
5.7877434,0
5.7900684,0
5.7923913,0
5.7947163,0
5.7970392,0
5.799362,0
5.801687,0
5.80401,0
5.8063328,0
5.8086578,0
5.8109808,0
5.8133057,0
5.8156286,0
5.8179515,0
5.8202765,0
5.8225994,0
5.8249244,0
5.8272473,0
5.8295702,0
5.8318952,0
5.8342181,0
5.8365431,0
5.8388659,0
5.8433661,0
5.8456888,0
5.8480138,0
5.8503367,0
5.8526617,0
5.8549846,0
5.8573221,0
5.8596449,0
5.86197,0
5.8642929,0
5.8666158,0
5.8689407,0
5.8712636,0
5.8735928,0
5.8759178,0
5.8782407,0
5.8805636,0
5.8828886,0
5.8852115,0
5.8875364,0
5.8898594,0
5.8921822,0
5.8945323,0
5.8968572,0
5.8991801,0
5.901503,0
5.903828,0
5.9061509,0
5.9084759,0
5.9108217,0
5.9131446,0
5.9154696,0
5.9177925,0
5.9201154,0
5.9224403,0
5.9269426,0
5.9292653,0
5.9315903,0
5.9339132,0
5.9362382,0
5.9385611,0
5.940884,0
5.943209,0
5.9455319,0
5.9478569,0
5.9501798,0
5.9525027,0
5.9548276,0
5.960463,0
5.9660339,0
5.9702671,0
5.97259,0
5.9851565,0
6.0056939,0
6.0281292,0
6.0477228,0
6.0678414,0
6.0888538,0
6.1040182,0
6.1129494,0
6.1219973,0
6.1341764,0
6.1466429,0
6.1591241,0
6.168174,0
6.1772344,0
6.1890134,0
6.2015301,0
6.2224799,0
6.2349819,0
6.2474797,0
