CHROMATOGRAM,
lion3_spiked_ba5acetyl_1000times_1to1_lc1.raw,
Data points: 2739,
Time,Intensity
0.003594,0
0.008252298,1473.236572
0.011393864,0
0.013716733,0
0.016039633,0
0.018364564,0
0.020687516,0
0.023012498,0
0.02533543,0
0.027658315,0
0.029983281,0
0.032306197,0
0.034631132,1643.657837
0.036954064,0
0.039276933,0
0.041601915,0
0.043924867,0
0.046249834,0
0.04857273,0
0.05089563,0
0.053220617,0
0.055543497,0
0.0578685,0
0.0601914,0
0.062514316,0
0.064839283,0
0.067162183,0
0.069485099,0
0.071810034,0
0.074132966,0
0.07645798,0
0.078780817,0
0.081103765,0
0.083428748,0
0.085751648,0
0.088076583,0
0.092574532,0
0.094899499,0
0.097222399,0
0.099545299,0
0.10187025,0
0.10419315,0
0.10651608,0
0.10884103,0
0.11116397,0
0.11348895,0
0.11581185,0
0.11813473,0
0.1204597,0
0.12278263,0
0.12510758,0
0.12743053,1423.933716
0.12975341,0
0.1320784,0
0.1344013,0
0.1367263,0
0.13904918,0
0.14137205,0
0.14369707,0
0.14601993,0
0.14834287,0
0.15066785,0
0.15299077,0
0.15531575,0
0.15763862,0
0.15996155,0
0.1622865,0
0.16460942,0
0.16694275,0
0.16926567,0
0.1715885,0
0.17609686,0
0.17842178,0
0.18074471,0
0.18307595,0
0.18540095,0
0.18772383,0
0.19004675,0
0.19237172,0
0.1946946,0
0.1970196,0
0.19934665,0
0.2016696,0
0.20399455,0
0.20631743,0
0.20864036,0
0.21096533,0
0.21328825,0
0.21561112,0
0.21793613,0
0.22025905,0
0.22258403,0
0.22490692,0
0.22722982,0
0.2295548,0
0.23187766,0
0.23420267,0
0.23652766,0
0.23885055,0
0.24117555,0
0.24349845,0
0.24582135,0
0.2481463,0
0.25046923,0
0.2527921,0
0.25511708,0
0.25961918,0
0.26194206,1384.522827
0.26426703,0
0.26658995,0
0.26891283,0
0.27123783,0
0.2735649,0
0.27588783,0
0.27821278,0
0.28053568,0
0.2828586,0
0.28518353,0
0.28750646,1662.212524
0.28983772,0
0.29216057,0
0.2944856,0
0.2968085,0
0.29913138,0
0.30145635,0
0.30377928,0
0.30610213,0
0.30842715,0
0.31075007,0
0.31307505,0
