CHROMATOGRAM,
ba5_1000x_lc1_20230323203106.raw,
Data points: 3075,
Time,Intensity
0.69116343,0
0.69348636,0
0.69580926,0
0.69813425,0
0.70045715,0
0.70278215,0
0.70510505,0
0.70742791,0
0.7097529,0
0.71207578,0
0.7144008,0
0.71672366,0
0.7190466,0
0.7213716,0
0.72369448,0
0.72601947,0
0.72834235,0
0.73066528,0
0.73299026,0
0.73531313,0
0.73763606,0
0.73996108,0
0.74228393,0
0.74460897,0
0.74693178,0
0.74925473,0
0.75157972,0
0.75390257,0
0.75840272,0
0.76072756,0
0.76305043,0
0.76537541,0
0.76769835,0
0.77002956,0
0.77235252,0
0.77467538,0
0.77700032,0
0.77932327,0
0.78164821,0
0.78397117,0
0.78629613,0
0.78862115,0
0.79094402,0
0.793269,0
0.7955919,0
0.7979148,0
0.8002377,0
0.80256268,0
0.80488558,0
0.80721058,0
0.80953348,0
0.81185843,0
0.81418137,0
0.81650423,0
0.81882921,0
0.82115213,0
0.82348753,0
0.82581253,0
0.82813543,0
0.83046043,0
0.8327833,0
0.83510618,0
0.83743115,0
0.84193971,0
0.84746858,0
0.8529998,0
0.86532678,0
0.87427255,0
0.88660163,0
0.89553285,0
0.9078619,0
0.92020347,0
0.93744503,0
0.9604782,0
0.98113021,0
1.0017782,0
1.0190196,0
1.038657,0
1.0559068,0
1.0765753,0
1.0972335,0
1.1119771,0
1.1243291,0
1.1332811,0
1.1422269,0
1.1511727,0
1.1601184,0
1.1690663,0
1.1780205,0
1.189362,0
1.1983244,0
1.2072765,0
1.216241,0
1.2217743,0
1.2273034,0
1.2328346,0
1.2383637,0
1.243897,0
1.2494262,0
1.2549699,0
1.2594678,0
1.2617928,0
1.2641156,0
1.269676,0
1.2752072,0
1.2807364,0
1.2862676,0
1.2917988,0
1.2958696,0
1.3014009,0
1.3056323,0
1.3079549,0
1.3102799,0
1.3126028,0
1.3181361,0
1.3270715,0
1.3360006,0
1.3449318,0
1.3562713,0
1.3652045,0
1.3741378,0
1.3830794,0
1.3920085,0
1.4009376,0
1.4098709,0
1.4188041,0
1.4277395,0
1.4424685,0
1.4547997,0
1.4720622,0
1.4844204,0
1.496764,0
1.5171681,0
1.5361242,0
1.5543532,0
1.5728427,0
1.5894822,0
1.6064153,0
1.6200465,0
1.6325256,0
1.6477213,0
1.6638275,0
1.6807794,0
1.7023523,0
1.7228938,0
1.7435497,0
1.7642038,0
1.7755245,0
1.7954474,0
1.8141472,0
1.8336199,0
1.8543302,0
1.8777509,0
1.8984467,0
1.9107757,0
1.9194506,0
1.9315547,0
1.9432504,0
1.9522274,0
1.9612087,0
1.9667732,0
1.9723377,0
1.9779023,0
1.9834669,0
1.9877147,0
1.9932438,0
2.0022271,0
2.0077562,0
2.0190853,0
2.0280373,0
2.0335685,0
2.0390998,0
2.044631,5023.157227
2.0535601,407376.375
2.0583309,753153.5
2.0743912,1896933
2.0932265,1607838.375
2.1117201,908740.8125
2.1290118,388422.0938
2.1463054,168162.625
2.1586177,115302.1094
2.1709551,81554.09375
2.1798863,76363.96875
2.1915383,66809.51563
2.2005528,75524.92969
2.2095507,54842.77734
2.2185506,33785.19922
2.227563,36096.50391
2.2331005,32549.61914
2.2386296,30983.44727
2.2441608,32870.10156
2.2496983,26458.15234
2.2552316,27983.2207
2.2597337,35471.41406
2.2652627,30848.07422
2.2741918,26423.54297
2.2866188,22443.59961
2.2956146,23568.24805
2.3012104,17307.09961
2.3068146,14833.95117
2.3108853,21710.52539
2.3164207,20017.35156
2.3219519,11178.17285
2.3274831,16797.86523
2.3398852,9413.417969
2.35501,11045.07031
2.3639891,10264.19922
2.3729703,10150.76367
2.3785349,8750.136719
2.3841077,10716.85352
2.3896848,9504.944336
2.3986805,12727.09082
2.4042264,13823.79199
2.4084659,11041.90625
2.4107888,11198.74316
2.4131368,8416.799805
2.4154597,7951.355469
2.4177847,8308.973633
2.4201075,7289.834473
2.4224325,10226.56445
2.4269346,7791.983398
2.4292575,11690.60547
2.4315824,9834.313477
2.4406282,10939.59961
2.4496073,14199.82031
2.4669738,6515.277832
2.479405,11747.50684
2.4919153,9380.670898
2.5086236,7169.166992
2.5284338,7354.521973
2.5370317,8120.853027
2.5493524,10118.96582
2.5576628,0
2.5750856,0
2.5919251,0
2.6058041,0
2.6139624,0
2.6185832,0
2.6232957,0
2.6280019,0
2.6327268,0
2.6377643,0
2.6432955,0
2.648858,0
2.6579037,0
2.6669578,0
2.6760078,0
2.6839702,0
2.6895327,0
2.6950973,0
2.7006597,0
2.7062242,0
2.7117971,0
2.7173616,0
2.726322,0
2.7352844,0
2.7442511,0
2.7497781,0
2.7552927,0
2.759797,0
2.7621197,0
2.7644447,0
2.7667676,0
2.7690905,0
2.7714154,0
2.7770634,0
2.7813071,0
2.7836321,0
2.785982,0
2.7916299,0
2.795878,0
2.7982007,0
2.8070736,0
2.8111256,0
2.8235942,0
2.8411254,0
2.8564211,0
2.8646294,0
2.8762605,0
2.886398,0
2.9023353,9590.432617
2.9100186,8199.618164
2.9182936,0
2.9393269,0
2.9595851,0
2.9721203,0
2.9846556,0
2.9937555,0
3.0063013,0
3.021572,0
3.0390865,0
3.0600532,0
3.0725883,0
3.0930925,0
3.1156047,0
3.1272504,0
3.1375566,0
3.1550606,0
3.173246,0
3.1928687,0
3.2065561,0
3.2237122,0
3.2390767,0
3.254185,0
3.2723411,0
3.2896743,0
3.3074783,0
3.3257761,0
3.3443427,0
3.3659968,0
3.3849153,0
3.4041964,0
3.4231817,0
3.4462817,0
3.4659606,0
3.4846646,0
3.5037936,0
3.5242247,0
3.5449183,0
3.565839,0
3.5833161,0
3.5957722,0
3.6193576,0
3.640172,0
3.6609321,0
3.6782591,0
3.6982527,0
3.7175109,0
3.7346649,0
3.749621,0
3.7646043,0
3.7822416,0
3.7972957,0
3.8133518,0
3.829583,0
3.8448184,0
3.8643911,0
3.8827098,0
3.8993804,0
3.9163949,0
3.9349156,0
3.9554383,805913.4375
3.9733361,3299411
3.9916735,2715439.5
4.0103525,1400085.25
4.0315045,445836.2188
4.0507023,232894.3906
4.0705563,153912
4.0904186,95617.24219
4.1110082,68831.66406
4.131608,79139.72656
4.1522933,77901.70313
4.1733288,46645.85938
4.1970014,32748.59961
4.2179407,24764.26367
4.2304552,23530.33203
4.2429717,30116.75
4.2520342,24400.375
4.2645216,31871.89844
4.2844506,26882.36523
4.2967651,23048.02148
4.3163733,22234.89648
4.3324461,0
4.3508377,19930.89258
4.3734397,16342.71289
4.3943269,8636.977539
4.4117622,10169.02148
4.420758,8690.068359
4.4297912,9291.770508
4.441212,6077.270996
4.4467766,6490.830566
4.4523453,4731.10791
4.4579223,6348.263672
4.4704535,4726.613281
4.4795201,4602.100586
4.4850846,5798.432129
4.4906617,4319.695801
4.4962262,5357.473145
4.5017887,4476.305176
4.5073595,0
4.5118637,5579.469727
4.5141886,4329.596191
4.5165115,4200.382324
4.5188344,2669.235107
4.5211594,0
4.5267635,0
4.532301,3139.504883
4.5412967,0
4.5494404,0
4.5687132,0
4.5747236,0
4.5884298,0
4.60864,0
4.6182878,0
4.6264753,0
4.6346794,0
4.6432918,3872.124512
4.6520418,0
4.6609042,0
4.6775749,0
4.6919477,0
4.7093685,0
4.7268371,0
4.7461161,0
4.7661347,0
4.7882783,0
4.8066324,0
4.8252197,0
4.8436905,0
4.8662798,0
4.8785048,0
4.8986109,0
4.9184107,0
4.9376585,0
4.9600313,0
4.9797395,0
4.9995956,0
5.0190705,0
5.0385599,0
5.0567743,0
5.0761825,0
5.0970617,0
5.1206553,0
5.133103,0
5.1540259,0
5.1664965,0
5.1780839,0
5.2004108,0
5.2207338,0
5.2382335,0
5.2472355,0
5.2527834,0
5.2652312,0
5.2826561,0
5.3000769,0
5.3091059,0
5.3181372,0
5.3223704,0
5.3246933,0
5.3270183,0
5.3293412,0
5.3316641,0
5.333989,0
5.336312,0
5.3386369,0
5.3431369,0
5.3454598,0
5.3477848,0
5.3501077,0
5.3524306,0
5.3547556,0
5.3570785,0
5.3594035,0
5.3617264,0
5.3640493,0
5.3663742,0
5.3686972,0
5.3743118,0
5.3785596,0
5.3841346,0
5.3896991,0
5.3937637,0
5.3960866,0
5.3984115,0
5.4007344,0
5.4030574,0
5.4053824,0
5.4077053,0
5.4100281,0
5.4123531,0
5.414676,0
5.417001,0
5.4193239,0
5.4216468,0
5.4261468,0
5.4347634,0
5.4380342,0
5.4562132,0
5.4764235,0
5.4885442,0
5.5012671,0
5.5104462,0
5.5152774,0
5.5243627,0
5.533446,0
5.542148,0
5.5596729,0
5.568702,0
5.5777186,0
5.586731,0
5.5923122,0
5.6002893,0
5.6093392,0
5.6149204,0
5.6240516,0
5.6331828,0
5.6423161,0
5.6514556,0
5.6571201,0
5.6627826,0
5.6684471,0
5.6741096,0
5.6823074,0
5.6863574,0
5.692024,0
5.6976886,0
5.7033719,0
5.7090427,0
5.7147093,0
5.720378,0
5.7260488,0
5.7317218,0
5.7359571,0
5.73828,0
5.740605,0
5.7429279,0
5.7452508,0
5.7475757,0
5.7498987,0
5.7522236,0
5.7545465,0
5.7590486,0
5.7613715,0
5.7636965,0
5.7660193,0
5.7683423,0
5.7706673,0
5.7729902,0
5.7753151,0
5.777638,0
5.7799609,0
5.7822859,0
5.7846088,0
5.7869401,0
5.789265,0
5.7915879,0
5.7939108,0
5.7962358,0
5.7985587,0
5.8008837,0
5.8032066,0
5.8055524,0
5.8078754,0
5.8102003,0
5.8125232,0
5.8148461,0
5.8171711,0
5.819494,0
5.8218189,0
5.8241419,0
5.8264731,0
5.8287981,0
5.831121,0
5.833446,0
5.8357689,0
5.8380918,0
5.8425918,0
5.8449147,0
5.8472396,0
5.8495625,0
5.8518854,0
5.8542104,0
5.8565333,0
5.8588583,0
5.8611833,0
5.8635062,0
5.8658291,0
5.8681541,0
5.870477,0
5.8728019,0
5.8751249,0
5.8774477,0
5.8797727,0
5.8820956,0
5.8844206,0
5.8867435,0
5.8890664,0
5.8913914,0
5.8937143,0
5.8960414,0
5.8983643,0
5.9006893,0
5.9030122,0
5.9053351,0
5.90766,0
5.9099829,0
5.9123079,0
5.9146308,0
5.9169621,0
5.919285,0
5.9216078,0
5.9261099,0
5.9284349,0
5.9307578,0
5.9330974,0
5.9354203,0
5.9377452,0
5.9400682,0
5.9423931,0
5.944716,0
5.9470389,0
5.9526557,0
5.9568974,0
5.9592221,0
5.9758845,0
5.9956573,0
6.011728,0
6.0339446,0
6.0512048,0
6.0708984,0
6.0917337,0
6.1063649,0
6.1273023,0
6.1482271,0
6.1607541,0
6.1732519,0
6.1963101,0
6.2172664,0
6.2339327,0
6.2421327,0
6.2618493,0
6.2831657,0
6.3022677,0
6.3218009,0
6.3423528,0
6.3662047,0
6.3753838,0
6.384565,0
6.3972816,0
6.4027544,0
6.4112836,0
6.4196293,0
6.4402795,0
6.4604687,0
6.4779103,0
6.4869393,0
6.4925017,0
6.4980704,0
6.503635,0
6.5092037,0
6.5171559,0
6.5214099,0
6.5270556,0
6.5327035,0
6.5383493,0
6.5439972,0
6.5496617,0
6.5553117,0
6.5609722,0
6.5652055,0
6.5675283,0
6.5698533,0
6.5721762,0
6.5744991,0
6.576824,0
6.579147,0
6.581472,0
6.5838074,0
6.5861303,0
6.5884532,0
6.5929656,0
6.5952885,0
6.5976135,0
6.5999552,0
6.6022781,0
6.604601,0
6.606926,0
6.6092489,0
6.6115738,0
6.6138967,0
6.6162343,0
6.6185571,0
6.6208821,0
6.623205,0
6.6255279,0
6.6278529,0
6.6301758,0
6.6324987,0
6.6348237,0
6.6371716,0
6.6394945,0
6.6418195,0
6.6441423,0
6.6464673,0
6.6487902,0
6.6511131,0
6.6534569,0
6.6557797,0
6.6614276,0
6.6669901,0
6.67949,0
6.7026898,0
6.7235626,0
6.7444188,0
6.7618186,0
6.7769685,0
6.7859497,0
6.7949393,0
6.799185,0
6.8015079,0
6.8038329,0
6.8061558,0
6.8084787,0
6.8108037,0
6.8131453,0
6.8154703,0
6.8177932,0
6.8201161,0
6.8224411,0
6.824764,0
6.827089,0
6.8294223,0
6.8317473,0
6.8340702,0
6.8363931,0
6.838718,0
6.8435493,0
6.8458722,0
6.8481972,0
6.8539034,0
6.8595491,0
6.8637805,0
6.8694282,0
6.875074,0
6.8807198,0
6.8863677,0
6.8905992,0
6.8929218,0
6.8985843,0
6.9023093,0
6.9046322,0
6.9214175,0
6.9324466,0
6.9415944,0
6.9507422,0
6.959888,0
6.9655192,0
6.9697567,0
6.9720796,0
6.9744046,0
6.9767275,0
6.9790504,0
6.9813754,0
6.9837254,0
6.9860504,0
6.9883732,0
6.9906982,0
6.9930211,0
6.995344,0
6.997669,0
7.0000086,0
7.0023335,0
7.0046564,0
7.0094856,0
7.0151334,0
7.019198,0
7.0319042,0
7.0445999,0
7.053779,0
7.0629602,0
7.0686081,0
7.074256,0
7.0799018,0
7.0855476,0
7.0896205,0
7.0980037,0
7.1036516,0
7.1128515,0
7.122039,0
7.1312306,0
7.1404118,0
7.1460596,0
7.1502971,0
7.15262,0
7.1549637,0
7.1572866,0
7.1660553,0
7.1777386,0
7.2001905,0
7.2204551,0
7.2414863,0
7.2587089,0
7.2785087,0
7.2996085,0
7.3207044,0
7.3381585,0
7.3498603,0
7.362254,0
7.3712332,0
7.3754747,0
7.3777976,0
7.3801226,0
7.3824455,0
7.3847684,0
7.3971849,0
7.4095078,0
7.4303493,0
7.4455909,0
7.4546616,0
7.4636386,0
7.4691532,0
7.4732156,0
7.4787302,0
7.4829761,0
7.4852989,0
7.4876239,0
7.4899468,0
7.4922697,0
7.4945947,0
7.4969176,0
7.4992426,0
7.5015801,0
7.503905,0
7.5084134,0
7.5107363,0
7.5130612,0
7.5153841,0
7.5177091,0
7.520032,0
7.5223549,0
7.5246799,0
7.5270028,0
7.5293278,0
7.5316506,0
7.5339735,0
7.5395631,0
7.5437756,0
7.5460985,0
7.5484235,0
7.5507464,0
7.5530693,0
7.5553942,0
7.5577172,0
7.5600421,0
7.5623651,0
7.564688,0
7.5670129,0
7.5693358,0
7.5716608,0
7.5739837,0
7.5763066,0
7.5786316,0
7.5809545,0
