,NCBI_IDs,NCBI_taxa,,,Symbol,Size,Color,Fill,Position,Label
647,531890,Teichospora_austroafricana,Teichospora_austroafricana|531890,Teichospora_austroafricana|531890,NA,NA,NA,NA,NA,NA
648,531908,Didymosphaeria_futilis,Didymosphaeria_futilis|531908,Didymosphaeria_futilis|531908,NA,NA,NA,NA,NA,NA
649,535026,Bacillus_subtilis_subsp._subtilis_NCIB_3610_=_ATCC_6051_=_DSM_10,Bacillus_subtilis_subsp._subtilis_NCIB_3610_=_ATCC_6051_=_DSM_10|535026,Bacillus_subtilis_subsp._subtilis_NCIB_3610_=_ATCC_6051_=_DSM_10|535026,NA,NA,NA,NA,NA,NA
650,537011,Prevotella_copri_DSM_18205,Prevotella_copri_DSM_18205|537011,Prevotella_copri_DSM_18205|537011,NA,NA,NA,NA,NA,NA
651,537012,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_cellulosilyticus_DSM_14838|537012,Bacteroides_cellulosilyticus_DSM_14838|537012,Circle,10,#FF000,NA,1,NA
652,537972,Helicobacter_pullorum_MIT_98-5489,Helicobacter_pullorum_MIT_98-5489|537972,Helicobacter_pullorum_MIT_98-5489|537972,NA,NA,NA,NA,NA,NA
653,547043,Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505,Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505|547043,Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505|547043,NA,NA,NA,NA,NA,NA
654,551547,Streptomyces_thinghirensis,Streptomyces_thinghirensis|551547,Streptomyces_thinghirensis|551547,NA,NA,NA,NA,NA,NA
655,552386,Vibrio_gallaecicus,Vibrio_gallaecicus|552386,Vibrio_gallaecicus|552386,Circle,10,#FF000,NA,1,NA
656,553198,Propionibacterium_acidifaciens_F0233,Propionibacterium_acidifaciens_F0233|553198,Propionibacterium_acidifaciens_F0233|553198,Circle,10,#FF000,NA,1,NA
657,553199,Cutibacterium_acnes_SK137,Cutibacterium_acnes_SK137|553199,Cutibacterium_acnes_SK137|553199,Circle,10,#FF000,NA,1,NA
658,553209,Enterococcus_faecalis_TUSoD_Ef11,Enterococcus_faecalis_TUSoD_Ef11|553209,Enterococcus_faecalis_TUSoD_Ef11|553209,NA,NA,NA,NA,NA,NA
659,553212,Staphylococcus_capitis_SK14,Staphylococcus_capitis_SK14|553212,Staphylococcus_capitis_SK14|553212,NA,NA,NA,NA,NA,NA
660,554065,Chlorella_variabilis,Chlorella_variabilis|554065,Chlorella_variabilis|554065,NA,NA,NA,NA,NA,NA
661,555970,Bifidobacterium_animalis_subsp._lactis_DSM_10140,Bifidobacterium_animalis_subsp._lactis_DSM_10140|555970,Bifidobacterium_animalis_subsp._lactis_DSM_10140|555970,NA,NA,NA,NA,NA,NA
662,555973,Neocucurbitaria_unguis-hominis,Neocucurbitaria_unguis-hominis|555973,Neocucurbitaria_unguis-hominis|555973,NA,NA,NA,NA,NA,NA
663,556259,Bacteroides_sp._D2,Bacteroides_sp._D2|556259,Bacteroides_sp._D2|556259,Circle,10,#FF000,NA,1,NA
664,556260,Phocaeicola_dorei_5_1_36/D4,Phocaeicola_dorei_5_1_36/D4|556260,Phocaeicola_dorei_5_1_36/D4|556260,Circle,10,#FF000,NA,1,NA
665,556266,Escherichia_coli_D9,Escherichia_coli_D9|556266,Escherichia_coli_D9|556266,Circle,10,#FF000,NA,1,NA
666,559301,Lactobacillus_gasseri_MV-22,Lactobacillus_gasseri_MV-22|559301,Lactobacillus_gasseri_MV-22|559301,Circle,10,#FF000,NA,1,NA
667,560629,Cortinarius_cacaocolor,Cortinarius_cacaocolor|560629,Cortinarius_cacaocolor|560629,NA,NA,NA,NA,NA,NA
668,560632,Thaxterogaster_causticus,Thaxterogaster_causticus|560632,Thaxterogaster_causticus|560632,NA,NA,NA,NA,NA,NA
669,562971,Achromobacter_xylosoxidans_C54,Achromobacter_xylosoxidans_C54|562971,Achromobacter_xylosoxidans_C54|562971,Circle,10,#FF000,NA,1,NA
670,562973,Actinomyces_viscosus_C505,Actinomyces_viscosus_C505|562973,Actinomyces_viscosus_C505|562973,Circle,10,#FF000,NA,1,NA
671,562981,Gemella_haemolysans_M341,Gemella_haemolysans_M341|562981,Gemella_haemolysans_M341|562981,NA,NA,NA,NA,NA,NA
672,562983,Gemella_sanguinis_M325,Gemella_sanguinis_M325|562983,Gemella_sanguinis_M325|562983,NA,NA,NA,NA,NA,NA
673,563032,Rothia_dentocariosa_M567,Rothia_dentocariosa_M567|563032,Rothia_dentocariosa_M567|563032,Circle,10,#FF000,NA,1,NA
674,563193,Parabacteroides_sp._D13,Parabacteroides_sp._D13|563193,Parabacteroides_sp._D13|563193,Circle,10,#FF000,NA,1,NA
675,565433,Neopyrenochaeta_acicola,Neopyrenochaeta_acicola|565433,Neopyrenochaeta_acicola|565433,NA,NA,NA,NA,NA,NA
676,565593,Lophiostoma_corticola,Lophiostoma_corticola|565593,Lophiostoma_corticola|565593,NA,NA,NA,NA,NA,NA
677,566552,Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043,Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043|566552,Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043|566552,NA,NA,NA,NA,NA,NA
678,568701,Moorena_bouillonii_PNG,Moorena_bouillonii_PNG|568701,Moorena_bouillonii_PNG|568701,NA,NA,NA,NA,NA,NA
679,573508,Aspergillus_cristatus,Aspergillus_cristatus|573508,Aspergillus_cristatus|573508,NA,NA,NA,NA,NA,NA
680,575593,Lachnospiraceae_oral_taxon_107_str._F0167,Lachnospiraceae_oral_taxon_107_str._F0167|575593,Lachnospiraceae_oral_taxon_107_str._F0167|575593,Circle,10,#FF000,NA,1,NA
681,575595,Lactobacillus_crispatus_125-2-CHN,Lactobacillus_crispatus_125-2-CHN|575595,Lactobacillus_crispatus_125-2-CHN|575595,NA,NA,NA,NA,NA,NA
682,575596,Lactobacillus_crispatus_MV-1A-US,Lactobacillus_crispatus_MV-1A-US|575596,Lactobacillus_crispatus_MV-1A-US|575596,NA,NA,NA,NA,NA,NA
683,575597,Lactobacillus_crispatus_MV-3A-US,Lactobacillus_crispatus_MV-3A-US|575597,Lactobacillus_crispatus_MV-3A-US|575597,NA,NA,NA,NA,NA,NA
684,575603,Lactobacillus_gasseri_SJ-9E-US,Lactobacillus_gasseri_SJ-9E-US|575603,Lactobacillus_gasseri_SJ-9E-US|575603,Circle,10,#FF000,NA,1,NA
685,575604,Lactobacillus_gasseri_SV-16A-US,Lactobacillus_gasseri_SV-16A-US|575604,Lactobacillus_gasseri_SV-16A-US|575604,NA,NA,NA,NA,NA,NA
686,575605,Lactobacillus_jensenii_115-3-CHN,Lactobacillus_jensenii_115-3-CHN|575605,Lactobacillus_jensenii_115-3-CHN|575605,Circle,10,#FF000,NA,1,NA
687,575607,Lactobacillus_jensenii_SJ-7A-US,Lactobacillus_jensenii_SJ-7A-US|575607,Lactobacillus_jensenii_SJ-7A-US|575607,NA,NA,NA,NA,NA,NA
688,575609,Peptoniphilus_sp._oral_taxon_386_str._F0131,Peptoniphilus_sp._oral_taxon_386_str._F0131|575609,Peptoniphilus_sp._oral_taxon_386_str._F0131|575609,Circle,10,#FF000,NA,1,NA
689,575611,Prevotella_buccae_D17,Prevotella_buccae_D17|575611,Prevotella_buccae_D17|575611,Circle,10,#FF000,NA,1,NA
690,575612,Prevotella_melaninogenica_D18,Prevotella_melaninogenica_D18|575612,Prevotella_melaninogenica_D18|575612,Circle,10,#FF000,NA,1,NA
691,575615,Prevotella_sp._oral_taxon_317_str._F0108,Prevotella_sp._oral_taxon_317_str._F0108|575615,Prevotella_sp._oral_taxon_317_str._F0108|575615,Circle,10,#FF000,NA,1,NA
692,576131,Lentibacter_algarum,Lentibacter_algarum|576131,Lentibacter_algarum|576131,NA,NA,NA,NA,NA,NA
693,585110,Pseudomonas_sp._2156,Pseudomonas_sp._2156|585110,Pseudomonas_sp._2156|585110,Circle,10,#FF000,NA,1,NA
694,585501,Oribacterium_sinus_F0268,Oribacterium_sinus_F0268|585501,Oribacterium_sinus_F0268|585501,Circle,10,#FF000,NA,1,NA
695,585538,Helicobacter_pylori_83,Helicobacter_pylori_83|585538,Helicobacter_pylori_83|585538,NA,NA,NA,NA,NA,NA
696,585543,Bacteroides_sp._D20,Bacteroides_sp._D20|585543,Bacteroides_sp._D20|585543,Circle,10,#FF000,NA,1,NA
697,587753,Pseudomonas_chlororaphis,Pseudomonas_chlororaphis|587753,Pseudomonas_chlororaphis|587753,NA,NA,NA,NA,NA,NA
698,596309,Rhodococcus_erythropolis_SK121,Rhodococcus_erythropolis_SK121|596309,Rhodococcus_erythropolis_SK121|596309,NA,NA,NA,NA,NA,NA
699,596310,Deinococcus_grandis_SK125,Deinococcus_grandis_SK125|596310,Deinococcus_grandis_SK125|596310,NA,NA,NA,NA,NA,NA
700,596312,Micrococcus_luteus_SK58,Micrococcus_luteus_SK58|596312,Micrococcus_luteus_SK58|596312,Circle,10,#FF000,NA,1,NA
701,596317,Staphylococcus_epidermidis_SK135,Staphylococcus_epidermidis_SK135|596317,Staphylococcus_epidermidis_SK135|596317,Circle,10,#FF000,NA,1,NA
702,596318,Acinetobacter_radioresistens_SK82,Acinetobacter_radioresistens_SK82|596318,Acinetobacter_radioresistens_SK82|596318,Circle,10,#FF000,NA,1,NA
703,596320,Neisseria_flavescens_SK114,Neisseria_flavescens_SK114|596320,Neisseria_flavescens_SK114|596320,Circle,10,#FF000,NA,1,NA
704,596322,Streptococcus_salivarius_SK126,Streptococcus_salivarius_SK126|596322,Streptococcus_salivarius_SK126|596322,Circle,10,#FF000,NA,1,NA
705,596325,Lactobacillus_jensenii_269-3,Lactobacillus_jensenii_269-3|596325,Lactobacillus_jensenii_269-3|596325,NA,NA,NA,NA,NA,NA
706,596326,Lactobacillus_jensenii_208-1,Lactobacillus_jensenii_208-1|596326,Lactobacillus_jensenii_208-1|596326,Circle,10,#FF000,NA,1,NA
707,598661,Perenniporiopsis_minutissima,Perenniporiopsis_minutissima|598661,Perenniporiopsis_minutissima|598661,NA,NA,NA,NA,NA,NA
708,619693,Prevotella_sp._oral_taxon_472_str._F0295,Prevotella_sp._oral_taxon_472_str._F0295|619693,Prevotella_sp._oral_taxon_472_str._F0295|619693,Circle,10,#FF000,NA,1,NA
709,629742,Staphylococcus_hominis_SK119,Staphylococcus_hominis_SK119|629742,Staphylococcus_hominis_SK119|629742,Circle,10,#FF000,NA,1,NA
710,634369,Lactarius_luculentus_var._laetus,Lactarius_luculentus_var._laetus|634369,Lactarius_luculentus_var._laetus|634369,NA,NA,NA,NA,NA,NA
711,641112,Ruminococcus_flavefaciens_FD-1,Ruminococcus_flavefaciens_FD-1|641112,Ruminococcus_flavefaciens_FD-1|641112,NA,NA,NA,NA,NA,NA
712,643068,Pyrenochaeta_gentianicola,Pyrenochaeta_gentianicola|643068,Pyrenochaeta_gentianicola|643068,NA,NA,NA,NA,NA,NA
713,648681,Clitopilus_hobsonii,Clitopilus_hobsonii|648681,Clitopilus_hobsonii|648681,NA,NA,NA,NA,NA,NA
714,649742,Schaalia_odontolytica_F0309,Schaalia_odontolytica_F0309|649742,Schaalia_odontolytica_F0309|649742,NA,NA,NA,NA,NA,NA
715,649760,Prevotella_oris_F0302,Prevotella_oris_F0302|649760,Prevotella_oris_F0302|649760,Circle,10,#FF000,NA,1,NA
716,649761,Prevotella_veroralis_F0319,Prevotella_veroralis_F0319|649761,Prevotella_veroralis_F0319|649761,Circle,10,#FF000,NA,1,NA
717,650201,Pseudoalteromonas_sp._2ta6,Pseudoalteromonas_sp._2ta6|650201,Pseudoalteromonas_sp._2ta6|650201,NA,NA,NA,NA,NA,NA
718,652611,Pseudomonas_aeruginosa_PA14,Pseudomonas_aeruginosa_PA14|652611,Pseudomonas_aeruginosa_PA14|652611,Circle,10,#FF000,NA,1,NA
719,655981,Pseudogymnoascus_destructans,Pseudogymnoascus_destructans|655981,Pseudogymnoascus_destructans|655981,NA,NA,NA,NA,NA,NA
720,658080,Ralstonia_sp._5_2_56FAA,Ralstonia_sp._5_2_56FAA|658080,Ralstonia_sp._5_2_56FAA|658080,Circle,10,#FF000,NA,1,NA
721,658082,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_2_1_58FAA|658082,Lachnospiraceae_bacterium_2_1_58FAA|658082,Circle,10,#FF000,NA,1,NA
722,658085,Lachnospiraceae_bacterium_5_1_57FAA,Lachnospiraceae_bacterium_5_1_57FAA|658085,Lachnospiraceae_bacterium_5_1_57FAA|658085,Circle,10,#FF000,NA,1,NA
723,658087,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_7_1_58FAA|658087,Lachnospiraceae_bacterium_7_1_58FAA|658087,NA,NA,NA,NA,NA,NA
724,665944,Klebsiella_sp._4_1_44FAA,Klebsiella_sp._4_1_44FAA|665944,Klebsiella_sp._4_1_44FAA|665944,NA,NA,NA,NA,NA,NA
725,665952,Bacillus_smithii_7_3_47FAA,Bacillus_smithii_7_3_47FAA|665952,Bacillus_smithii_7_3_47FAA|665952,NA,NA,NA,NA,NA,NA
726,665953,Bacteroides_eggerthii_1_2_48FAA,Bacteroides_eggerthii_1_2_48FAA|665953,Bacteroides_eggerthii_1_2_48FAA|665953,Circle,10,#FF000,NA,1,NA
727,665954,Bacteroides_ovatus_3_8_47FAA,Bacteroides_ovatus_3_8_47FAA|665954,Bacteroides_ovatus_3_8_47FAA|665954,Circle,10,#FF000,NA,1,NA
728,667015,Phocaeicola_salanitronis_DSM_18170,Phocaeicola_salanitronis_DSM_18170|667015,Phocaeicola_salanitronis_DSM_18170|667015,NA,NA,NA,NA,NA,NA
729,669518,Chrysomphalina_aurantiaca,Chrysomphalina_aurantiaca|669518,Chrysomphalina_aurantiaca|669518,NA,NA,NA,NA,NA,NA
730,672594,Tricholoma_dulciolens,Tricholoma_dulciolens|672594,Tricholoma_dulciolens|672594,NA,NA,NA,NA,NA,NA
731,673152,Chaetocapnodium_placitae,Chaetocapnodium_placitae|673152,Chaetocapnodium_placitae|673152,NA,NA,NA,NA,NA,NA
732,674054,Pseudomonas_baetica,Pseudomonas_baetica|674054,Pseudomonas_baetica|674054,NA,NA,NA,NA,NA,NA
733,679189,Prevotella_timonensis_CRIS_5C-B1,Prevotella_timonensis_CRIS_5C-B1|679189,Prevotella_timonensis_CRIS_5C-B1|679189,Circle,10,#FF000,NA,1,NA
734,679191,Prevotella_amnii_CRIS_21A-A,Prevotella_amnii_CRIS_21A-A|679191,Prevotella_amnii_CRIS_21A-A|679191,Circle,10,#FF000,NA,1,NA
735,679193,Cutibacterium_acnes_SK182,Cutibacterium_acnes_SK182|679193,Cutibacterium_acnes_SK182|679193,Circle,10,#FF000,NA,1,NA
736,679196,Lactobacillus_gasseri_224-1,Lactobacillus_gasseri_224-1|679196,Lactobacillus_gasseri_224-1|679196,NA,NA,NA,NA,NA,NA
737,679198,Aggregatibacter_aphrophilus_F0387,Aggregatibacter_aphrophilus_F0387|679198,Aggregatibacter_aphrophilus_F0387|679198,NA,NA,NA,NA,NA,NA
738,679202,Escherichia_coli_MS_85-1,Escherichia_coli_MS_85-1|679202,Escherichia_coli_MS_85-1|679202,NA,NA,NA,NA,NA,NA
739,679204,Escherichia_coli_MS_145-7,Escherichia_coli_MS_145-7|679204,Escherichia_coli_MS_145-7|679204,Circle,10,#FF000,NA,1,NA
740,679205,Escherichia_coli_MS_124-1,Escherichia_coli_MS_124-1|679205,Escherichia_coli_MS_124-1|679205,Circle,10,#FF000,NA,1,NA
741,679206,Escherichia_coli_MS_119-7,Escherichia_coli_MS_119-7|679206,Escherichia_coli_MS_119-7|679206,NA,NA,NA,NA,NA,NA
742,680198,Streptomyces_scabiei_87.22,Streptomyces_scabiei_87.22|680198,Streptomyces_scabiei_87.22|680198,NA,NA,NA,NA,NA,NA
743,686662,Actinomyces_gerencseriae_F0344,Actinomyces_gerencseriae_F0344|686662,Actinomyces_gerencseriae_F0344|686662,NA,NA,NA,NA,NA,NA
744,691689,Lutibacter_flavus,Lutibacter_flavus|691689,Lutibacter_flavus|691689,NA,NA,NA,NA,NA,NA
745,693991,Fusobacterium_nucleatum_subsp._polymorphum_F0401,Fusobacterium_nucleatum_subsp._polymorphum_F0401|693991,Fusobacterium_nucleatum_subsp._polymorphum_F0401|693991,Circle,10,#FF000,NA,1,NA
746,697282,Methylobacter_tundripaludum_SV96,Methylobacter_tundripaludum_SV96|697282,Methylobacter_tundripaludum_SV96|697282,NA,NA,NA,NA,NA,NA
747,697284,Paenibacillus_larvae_subsp._larvae_DSM_25430,Paenibacillus_larvae_subsp._larvae_DSM_25430|697284,Paenibacillus_larvae_subsp._larvae_DSM_25430|697284,NA,NA,NA,NA,NA,NA
748,699185,Enterococcus_faecalis_S613,Enterococcus_faecalis_S613|699185,Enterococcus_faecalis_S613|699185,NA,NA,NA,NA,NA,NA
749,699186,Enterococcus_faecalis_R712,Enterococcus_faecalis_R712|699186,Enterococcus_faecalis_R712|699186,NA,NA,NA,NA,NA,NA
750,702437,Selenomonas_noxia_F0398,Selenomonas_noxia_F0398|702437,Selenomonas_noxia_F0398|702437,Circle,10,#FF000,NA,1,NA
751,702439,Prevotella_nigrescens_F0103,Prevotella_nigrescens_F0103|702439,Prevotella_nigrescens_F0103|702439,Circle,10,#FF000,NA,1,NA
752,703613,Bifidobacterium_animalis_subsp._animalis_ATCC_25527,Bifidobacterium_animalis_subsp._animalis_ATCC_25527|703613,Bifidobacterium_animalis_subsp._animalis_ATCC_25527|703613,NA,NA,NA,NA,NA,NA
753,706437,Streptococcus_anginosus_F0211,Streptococcus_anginosus_F0211|706437,Streptococcus_anginosus_F0211|706437,Circle,10,#FF000,NA,1,NA
754,706560,Xenodevriesia_strelitziicola,Xenodevriesia_strelitziicola|706560,Xenodevriesia_strelitziicola|706560,NA,NA,NA,NA,NA,NA
755,711349,Cladorrhinum_flexuosum,Cladorrhinum_flexuosum|711349,Cladorrhinum_flexuosum|711349,NA,NA,NA,NA,NA,NA
756,714067,Kroppenstedtia_eburnea,Kroppenstedtia_eburnea|714067,Kroppenstedtia_eburnea|714067,NA,NA,NA,NA,NA,NA
757,742722,Collinsella_sp._4_8_47FAA,Collinsella_sp._4_8_47FAA|742722,Collinsella_sp._4_8_47FAA|742722,Circle,10,#FF000,NA,1,NA
758,742730,Citrobacter_freundii_4_7_47CFAA,Citrobacter_freundii_4_7_47CFAA|742730,Citrobacter_freundii_4_7_47CFAA|742730,NA,NA,NA,NA,NA,NA
759,742731,Clostridium_aldenense_WAL-18727,Clostridium_aldenense_WAL-18727|742731,Clostridium_aldenense_WAL-18727|742731,Circle,10,#FF000,NA,1,NA
760,742732,Enterocloster_bolteae_WAL-14578,Enterocloster_bolteae_WAL-14578|742732,Enterocloster_bolteae_WAL-14578|742732,NA,NA,NA,NA,NA,NA
761,742735,Clostridium_clostridioforme_2_1_49FAA,Clostridium_clostridioforme_2_1_49FAA|742735,Clostridium_clostridioforme_2_1_49FAA|742735,NA,NA,NA,NA,NA,NA
762,742736,Clostridium_clostridioforme_WAL-7855,Clostridium_clostridioforme_WAL-7855|742736,Clostridium_clostridioforme_WAL-7855|742736,NA,NA,NA,NA,NA,NA
763,742737,Hungatella_hathewayi_WAL-18680,Hungatella_hathewayi_WAL-18680|742737,Hungatella_hathewayi_WAL-18680|742737,Circle,10,#FF000,NA,1,NA
764,742738,Flavonifractor_plautii_1_3_50AFAA,Flavonifractor_plautii_1_3_50AFAA|742738,Flavonifractor_plautii_1_3_50AFAA|742738,Circle,10,#FF000,NA,1,NA
765,742739,Clostridium_perfringens_WAL-14572,Clostridium_perfringens_WAL-14572|742739,Clostridium_perfringens_WAL-14572|742739,NA,NA,NA,NA,NA,NA
766,742740,Clostridium_symbiosum_WAL-14163,Clostridium_symbiosum_WAL-14163|742740,Clostridium_symbiosum_WAL-14163|742740,Circle,10,#FF000,NA,1,NA
767,742741,Clostridium_symbiosum_WAL-14673,Clostridium_symbiosum_WAL-14673|742741,Clostridium_symbiosum_WAL-14673|742741,NA,NA,NA,NA,NA,NA
768,743107,Monocillium_indicum,Monocillium_indicum|743107,Monocillium_indicum|743107,NA,NA,NA,NA,NA,NA
769,745277,Rahnella_aquatilis_CIP_78.65_=_ATCC_33071,Rahnella_aquatilis_CIP_78.65_=_ATCC_33071|745277,Rahnella_aquatilis_CIP_78.65_=_ATCC_33071|745277,Circle,10,#FF000,NA,1,NA
770,745571,Acremonium_psammosporum,Acremonium_psammosporum|745571,Acremonium_psammosporum|745571,NA,NA,NA,NA,NA,NA
771,749491,Enterococcus_faecalis_TX2137,Enterococcus_faecalis_TX2137|749491,Enterococcus_faecalis_TX2137|749491,NA,NA,NA,NA,NA,NA
772,749523,Enterococcus_faecium_TX0133a04,Enterococcus_faecium_TX0133a04|749523,Enterococcus_faecium_TX0133a04|749523,Circle,10,#FF000,NA,1,NA
773,749527,Escherichia_coli_MS_21-1,Escherichia_coli_MS_21-1|749527,Escherichia_coli_MS_21-1|749527,Circle,10,#FF000,NA,1,NA
774,749529,Escherichia_coli_MS_57-2,Escherichia_coli_MS_57-2|749529,Escherichia_coli_MS_57-2|749529,Circle,10,#FF000,NA,1,NA
775,749531,Escherichia_coli_MS_69-1,Escherichia_coli_MS_69-1|749531,Escherichia_coli_MS_69-1|749531,NA,NA,NA,NA,NA,NA
776,749535,Klebsiella_sp._MS_92-3,Klebsiella_sp._MS_92-3|749535,Klebsiella_sp._MS_92-3|749535,Circle,10,#FF000,NA,1,NA
777,749536,Escherichia_coli_MS_110-3,Escherichia_coli_MS_110-3|749536,Escherichia_coli_MS_110-3|749536,Circle,10,#FF000,NA,1,NA
778,749537,Escherichia_coli_MS_115-1,Escherichia_coli_MS_115-1|749537,Escherichia_coli_MS_115-1|749537,NA,NA,NA,NA,NA,NA
779,749542,Escherichia_coli_MS_16-3,Escherichia_coli_MS_16-3|749542,Escherichia_coli_MS_16-3|749542,NA,NA,NA,NA,NA,NA
780,749548,Escherichia_coli_MS_196-1,Escherichia_coli_MS_196-1|749548,Escherichia_coli_MS_196-1|749548,NA,NA,NA,NA,NA,NA
781,749549,Escherichia_coli_MS_198-1,Escherichia_coli_MS_198-1|749549,Escherichia_coli_MS_198-1|749549,NA,NA,NA,NA,NA,NA
782,749550,Escherichia_coli_MS_200-1,Escherichia_coli_MS_200-1|749550,Escherichia_coli_MS_200-1|749550,Circle,10,#FF000,NA,1,NA
783,749819,Westerdykella_capitulum,Westerdykella_capitulum|749819,Westerdykella_capitulum|749819,NA,NA,NA,NA,NA,NA
784,756374,Penicillium_lineolatum,Penicillium_lineolatum|756374,Penicillium_lineolatum|756374,NA,NA,NA,NA,NA,NA
785,758802,Mycolicibacterium_litorale,Mycolicibacterium_litorale|758802,Mycolicibacterium_litorale|758802,NA,NA,NA,NA,NA,NA
786,762965,Haemophilus_sp._oral_taxon_851_str._F0397,Haemophilus_sp._oral_taxon_851_str._F0397|762965,Haemophilus_sp._oral_taxon_851_str._F0397|762965,NA,NA,NA,NA,NA,NA
787,765065,Cutibacterium_acnes_HL020PA1,Cutibacterium_acnes_HL020PA1|765065,Cutibacterium_acnes_HL020PA1|765065,Circle,10,#FF000,NA,1,NA
788,765066,Cutibacterium_acnes_HL053PA1,Cutibacterium_acnes_HL053PA1|765066,Cutibacterium_acnes_HL053PA1|765066,Circle,10,#FF000,NA,1,NA
789,765067,Cutibacterium_acnes_HL053PA2,Cutibacterium_acnes_HL053PA2|765067,Cutibacterium_acnes_HL053PA2|765067,Circle,10,#FF000,NA,1,NA
790,765068,Cutibacterium_acnes_HL045PA1,Cutibacterium_acnes_HL045PA1|765068,Cutibacterium_acnes_HL045PA1|765068,Circle,10,#FF000,NA,1,NA
791,765069,Cutibacterium_acnes_HL013PA1,Cutibacterium_acnes_HL013PA1|765069,Cutibacterium_acnes_HL013PA1|765069,Circle,10,#FF000,NA,1,NA
792,765070,Cutibacterium_acnes_HL013PA2,Cutibacterium_acnes_HL013PA2|765070,Cutibacterium_acnes_HL013PA2|765070,Circle,10,#FF000,NA,1,NA
793,765071,Cutibacterium_acnes_HL078PA1,Cutibacterium_acnes_HL078PA1|765071,Cutibacterium_acnes_HL078PA1|765071,Circle,10,#FF000,NA,1,NA
794,765072,Cutibacterium_acnes_HL043PA1,Cutibacterium_acnes_HL043PA1|765072,Cutibacterium_acnes_HL043PA1|765072,Circle,10,#FF000,NA,1,NA
795,765073,Cutibacterium_acnes_HL043PA2,Cutibacterium_acnes_HL043PA2|765073,Cutibacterium_acnes_HL043PA2|765073,Circle,10,#FF000,NA,1,NA
796,765074,Cutibacterium_acnes_HL072PA1,Cutibacterium_acnes_HL072PA1|765074,Cutibacterium_acnes_HL072PA1|765074,Circle,10,#FF000,NA,1,NA
797,765077,Cutibacterium_acnes_HL110PA1,Cutibacterium_acnes_HL110PA1|765077,Cutibacterium_acnes_HL110PA1|765077,Circle,10,#FF000,NA,1,NA
798,765079,Cutibacterium_acnes_HL110PA3,Cutibacterium_acnes_HL110PA3|765079,Cutibacterium_acnes_HL110PA3|765079,Circle,10,#FF000,NA,1,NA
799,765080,Cutibacterium_acnes_HL110PA4,Cutibacterium_acnes_HL110PA4|765080,Cutibacterium_acnes_HL110PA4|765080,Circle,10,#FF000,NA,1,NA
800,765084,Cutibacterium_acnes_HL060PA1,Cutibacterium_acnes_HL060PA1|765084,Cutibacterium_acnes_HL060PA1|765084,Circle,10,#FF000,NA,1,NA
801,765085,Cutibacterium_acnes_HL038PA1,Cutibacterium_acnes_HL038PA1|765085,Cutibacterium_acnes_HL038PA1|765085,Circle,10,#FF000,NA,1,NA
802,765089,Cutibacterium_acnes_HL025PA1,Cutibacterium_acnes_HL025PA1|765089,Cutibacterium_acnes_HL025PA1|765089,Circle,10,#FF000,NA,1,NA
803,765090,Cutibacterium_acnes_HL025PA2,Cutibacterium_acnes_HL025PA2|765090,Cutibacterium_acnes_HL025PA2|765090,Circle,10,#FF000,NA,1,NA
804,765091,Cutibacterium_acnes_HL059PA1,Cutibacterium_acnes_HL059PA1|765091,Cutibacterium_acnes_HL059PA1|765091,Circle,10,#FF000,NA,1,NA
805,765092,Cutibacterium_acnes_HL059PA2,Cutibacterium_acnes_HL059PA2|765092,Cutibacterium_acnes_HL059PA2|765092,Circle,10,#FF000,NA,1,NA
806,765093,Cutibacterium_acnes_HL086PA1,Cutibacterium_acnes_HL086PA1|765093,Cutibacterium_acnes_HL086PA1|765093,Circle,10,#FF000,NA,1,NA
807,765095,Cutibacterium_acnes_HL046PA2,Cutibacterium_acnes_HL046PA2|765095,Cutibacterium_acnes_HL046PA2|765095,Circle,10,#FF000,NA,1,NA
808,765096,Cutibacterium_acnes_HL005PA1,Cutibacterium_acnes_HL005PA1|765096,Cutibacterium_acnes_HL005PA1|765096,Circle,10,#FF000,NA,1,NA
809,765097,Cutibacterium_acnes_HL005PA2,Cutibacterium_acnes_HL005PA2|765097,Cutibacterium_acnes_HL005PA2|765097,Circle,10,#FF000,NA,1,NA
