Bile,delta,count
Pentahydroxy,3,2
Pentahydroxy,11,2
Pentahydroxy,9.97,2
Pentahydroxy,109.62,2
Pentahydroxy,107.48,2
Pentahydroxy,62.02,2
Pentahydroxy,123.08,2
Pentahydroxy,56.15,2
Pentahydroxy,70,2
Pentahydroxy,0.01,2
Pentahydroxy,120.4,2
Pentahydroxy,123.07,2
Pentahydroxy,546.21,2
Pentahydroxy,107.59,2
Pentahydroxy,29.99,2
Pentahydroxy,293.13,2
Pentahydroxy,38.99,2
Pentahydroxy,72.98,2
Pentahydroxy,225.18,2
Pentahydroxy,204.2,2
Pentahydroxy,44.05,2
Pentahydroxy,1.93,2
Pentahydroxy,5.96,2
Pentahydroxy,182.14,2
Pentahydroxy,331.27,2
Pentahydroxy,248.35,2
Pentahydroxy,203.99,2
Pentahydroxy,240.15,2
Pentahydroxy,63.05,2
Pentahydroxy,36.09,2
Pentahydroxy,35.06,2
Pentahydroxy,106.03,2
Pentahydroxy,152.95,2
Pentahydroxy,28.01,2
Pentahydroxy,73.06,2
Pentahydroxy,222.14,2
Pentahydroxy,172.1,2
Pentahydroxy,168.96,2
Pentahydroxy,256.1,2
Pentahydroxy,15.02,2
Pentahydroxy,26.06,2
Pentahydroxy,78.97,2
Pentahydroxy,110.21,2
Pentahydroxy,141.12,2
Pentahydroxy,373.12,2
Pentahydroxy,139.99,2
Pentahydroxy,54.05,2
Pentahydroxy,194.16,2
Pentahydroxy,25.98,2
Pentahydroxy,188,2
Pentahydroxy,45.98,2
Pentahydroxy,108.13,2
Pentahydroxy,107.03,2
Pentahydroxy,130.09,2
Tetrahydroxy,36.02,10983
Tetrahydroxy,18.01,10372
Tetrahydroxy,54.03,6884
Tetrahydroxy,72.04,5317
Tetrahydroxy,0.98,3322
Tetrahydroxy,17.03,2404
Tetrahydroxy,90.05,2329
Tetrahydroxy,88.99,1911
Tetrahydroxy,52.97,1469
Tetrahydroxy,106.02,1419
Tetrahydroxy,55.02,1364
Tetrahydroxy,70.98,1204
Tetrahydroxy,168.95,943
Tetrahydroxy,0,825
Tetrahydroxy,107.01,773
Tetrahydroxy,185.98,736
Tetrahydroxy,39.01,656
Tetrahydroxy,216.15,607
Tetrahydroxy,89,585
Tetrahydroxy,21,561
Tetrahydroxy,405.29,554
Tetrahydroxy,388.26,553
Tetrahydroxy,37.01,506
Tetrahydroxy,124.03,485
Tetrahydroxy,107,444
Tetrahydroxy,198.14,444
Tetrahydroxy,20.03,384
Tetrahydroxy,390.28,364
Tetrahydroxy,38.04,345
Tetrahydroxy,200.16,276
Tetrahydroxy,34.96,270
Tetrahydroxy,18.99,263
Tetrahydroxy,55.03,258
Tetrahydroxy,61.95,246
Tetrahydroxy,74.07,211
Tetrahydroxy,424.28,192
Tetrahydroxy,23.02,175
Tetrahydroxy,8.03,172
Tetrahydroxy,35.02,168
Tetrahydroxy,72.06,167
Tetrahydroxy,2.02,166
Tetrahydroxy,211.07,166
Tetrahydroxy,73.04,162
Tetrahydroxy,150.94,147
Tetrahydroxy,57.02,143
Tetrahydroxy,73.03,140
Tetrahydroxy,90.07,138
Tetrahydroxy,56.04,127
Tetrahydroxy,41.03,120
Tetrahydroxy,0.99,117
Tetrahydroxy,42.02,116
Tetrahydroxy,17.01,115
Tetrahydroxy,72.05,114
Tetrahydroxy,407.3,110
Tetrahydroxy,36.03,107
Tetrahydroxy,2.99,105
Tetrahydroxy,78.97,103
Tetrahydroxy,203,100
Tetrahydroxy,0.96,91
Tetrahydroxy,56.05,87
Tetrahydroxy,86.98,82
Tetrahydroxy,23.05,79
Tetrahydroxy,408.29,78
Tetrahydroxy,71.02,74
Tetrahydroxy,185.97,73
Tetrahydroxy,46.06,70
Tetrahydroxy,53.03,70
Tetrahydroxy,22.01,69
Tetrahydroxy,74.08,69
Tetrahydroxy,216.16,68
Tetrahydroxy,90.1,67
Tetrahydroxy,87.01,65
Tetrahydroxy,19.02,65
Tetrahydroxy,203.01,64
Tetrahydroxy,73,64
Tetrahydroxy,370.25,62
Tetrahydroxy,51.99,61
Tetrahydroxy,202.14,60
Tetrahydroxy,23.49,60
Tetrahydroxy,108.04,58
Tetrahydroxy,105.02,57
Tetrahydroxy,38.99,54
Tetrahydroxy,92.08,53
Tetrahydroxy,203.99,53
Tetrahydroxy,15.41,51
Tetrahydroxy,14,50
Tetrahydroxy,36.12,49
Tetrahydroxy,18,49
Tetrahydroxy,26.03,48
Tetrahydroxy,535.46,48
Tetrahydroxy,182.15,47
Tetrahydroxy,70.99,47
Tetrahydroxy,17.02,46
Tetrahydroxy,38,45
Tetrahydroxy,186.14,45
Tetrahydroxy,22,44
Tetrahydroxy,2.01,44
Tetrahydroxy,36.95,43
Tetrahydroxy,53.11,43
Tetrahydroxy,192,43
Tetrahydroxy,0.01,42
Tetrahydroxy,54.99,41
Tetrahydroxy,3.99,41
Tetrahydroxy,19,40
Tetrahydroxy,168.04,40
Tetrahydroxy,204.1,40
Tetrahydroxy,312.17,39
Tetrahydroxy,73.05,39
Tetrahydroxy,212.14,39
Tetrahydroxy,104.99,37
Tetrahydroxy,602.27,36
Tetrahydroxy,43.94,36
Tetrahydroxy,36.98,35
Tetrahydroxy,54.05,35
Tetrahydroxy,105.03,35
Tetrahydroxy,208.98,34
Tetrahydroxy,68.97,32
Tetrahydroxy,296.18,32
Tetrahydroxy,36.17,31
Tetrahydroxy,794.53,30
Tetrahydroxy,71.04,30
Tetrahydroxy,9.98,29
Tetrahydroxy,96,29
Tetrahydroxy,89.05,29
Tetrahydroxy,18.97,29
Tetrahydroxy,118.97,29
Tetrahydroxy,36.04,28
Tetrahydroxy,465.57,28
Tetrahydroxy,80.03,28
Tetrahydroxy,19.97,27
Tetrahydroxy,185.11,27
Tetrahydroxy,184.04,27
Tetrahydroxy,54.19,27
Tetrahydroxy,0.02,26
Tetrahydroxy,61.94,26
Tetrahydroxy,461.26,26
Tetrahydroxy,811.56,26
Tetrahydroxy,39.96,26
Tetrahydroxy,70.5,26
Tetrahydroxy,52.08,26
Tetrahydroxy,13.03,26
Tetrahydroxy,198.15,25
Tetrahydroxy,390.27,25
Tetrahydroxy,136.02,25
Tetrahydroxy,19.99,25
Tetrahydroxy,134.05,25
Tetrahydroxy,17.99,24
Tetrahydroxy,172.16,24
Tetrahydroxy,42.03,24
Tetrahydroxy,424.29,23
Tetrahydroxy,123.87,23
Tetrahydroxy,373.12,22
Tetrahydroxy,467.58,22
Tetrahydroxy,63.97,22
Tetrahydroxy,72.99,22
Tetrahydroxy,110.08,22
Tetrahydroxy,466.57,22
Tetrahydroxy,182.02,21
Tetrahydroxy,194.13,21
Tetrahydroxy,90.03,21
Tetrahydroxy,92.03,21
Tetrahydroxy,388.27,20
Tetrahydroxy,369.17,20
Tetrahydroxy,111.03,19
Tetrahydroxy,372.26,19
Tetrahydroxy,18.09,19
Tetrahydroxy,105.52,19
Tetrahydroxy,3.97,19
Tetrahydroxy,113.02,18
Tetrahydroxy,106.03,18
Tetrahydroxy,502.31,18
Tetrahydroxy,15.01,18
Tetrahydroxy,41.09,18
Tetrahydroxy,19.05,18
Tetrahydroxy,59.02,18
Tetrahydroxy,90.11,17
Tetrahydroxy,471.26,17
Tetrahydroxy,129.06,17
Tetrahydroxy,11.02,17
Tetrahydroxy,85,17
Tetrahydroxy,72.13,17
Tetrahydroxy,3,17
Tetrahydroxy,92.09,17
Tetrahydroxy,604.28,17
Tetrahydroxy,88,17
Tetrahydroxy,203.98,17
Tetrahydroxy,69.02,17
Tetrahydroxy,186.96,17
Tetrahydroxy,54.11,16
Tetrahydroxy,405.28,16
Tetrahydroxy,104.01,16
Tetrahydroxy,202.21,16
Tetrahydroxy,72.08,16
Tetrahydroxy,230.17,16
Tetrahydroxy,52.98,16
Tetrahydroxy,69.99,15
Tetrahydroxy,91.08,15
Tetrahydroxy,15.02,15
Tetrahydroxy,42.05,15
Tetrahydroxy,495.27,15
Tetrahydroxy,57.03,15
Tetrahydroxy,90.14,15
Tetrahydroxy,134.98,15
Tetrahydroxy,352.24,15
Tetrahydroxy,372.27,15
Tetrahydroxy,17.96,15
Tetrahydroxy,27.05,14
Tetrahydroxy,100.08,14
Tetrahydroxy,298.12,14
Tetrahydroxy,106.04,14
Tetrahydroxy,8.02,14
Tetrahydroxy,150.98,14
Tetrahydroxy,586.27,14
Tetrahydroxy,279.22,14
Tetrahydroxy,117.02,14
Tetrahydroxy,18.23,14
Tetrahydroxy,3.98,13
Tetrahydroxy,762.18,13
Tetrahydroxy,18.03,13
Tetrahydroxy,188.16,13
Tetrahydroxy,484.32,13
Tetrahydroxy,449.17,13
Tetrahydroxy,166.21,13
Tetrahydroxy,41.07,13
Tetrahydroxy,186.21,13
Tetrahydroxy,56.06,12
Tetrahydroxy,187.99,12
Tetrahydroxy,55.09,12
Tetrahydroxy,566.25,12
Tetrahydroxy,212.16,12
Tetrahydroxy,59.04,12
Tetrahydroxy,187.08,12
Tetrahydroxy,9.99,12
Tetrahydroxy,16.98,12
Tetrahydroxy,5.99,12
Tetrahydroxy,183.96,12
Tetrahydroxy,312.18,11
Tetrahydroxy,36.18,11
Tetrahydroxy,449.18,11
Tetrahydroxy,215.04,11
Tetrahydroxy,194.05,11
Tetrahydroxy,11.98,11
Tetrahydroxy,20,11
Tetrahydroxy,22.02,11
Tetrahydroxy,19.01,11
Tetrahydroxy,194.04,11
Tetrahydroxy,466.07,11
Tetrahydroxy,100.09,11
Tetrahydroxy,145.05,11
Tetrahydroxy,17.8,10
Tetrahydroxy,89.04,10
Tetrahydroxy,88.01,10
Tetrahydroxy,441.31,10
Tetrahydroxy,63.06,10
Tetrahydroxy,155.07,10
Tetrahydroxy,22.06,10
Tetrahydroxy,471.27,10
Tetrahydroxy,73.01,10
Tetrahydroxy,502.3,10
Tetrahydroxy,83.04,10
Tetrahydroxy,185.13,10
Tetrahydroxy,158.13,10
Tetrahydroxy,16.97,10
Tetrahydroxy,55.04,10
Tetrahydroxy,4,10
Tetrahydroxy,214.01,10
Tetrahydroxy,465.56,10
Tetrahydroxy,96.07,10
Tetrahydroxy,161.07,10
Tetrahydroxy,37.03,9
Tetrahydroxy,22.48,9
Tetrahydroxy,408.28,9
Tetrahydroxy,51.09,9
Tetrahydroxy,212.91,9
Tetrahydroxy,288.07,9
Tetrahydroxy,99.01,9
Tetrahydroxy,62.05,9
Tetrahydroxy,108.05,9
Tetrahydroxy,356.27,9
Tetrahydroxy,44.05,9
Tetrahydroxy,54.01,9
Tetrahydroxy,166.93,9
Tetrahydroxy,72.12,9
Tetrahydroxy,58.03,9
Tetrahydroxy,240.08,9
Tetrahydroxy,1.96,9
Tetrahydroxy,118.96,9
Tetrahydroxy,56.01,9
Tetrahydroxy,38.96,9
Tetrahydroxy,202.13,9
Tetrahydroxy,9.04,9
Tetrahydroxy,39,9
Tetrahydroxy,74.06,9
Tetrahydroxy,5.96,8
Tetrahydroxy,84.02,8
Tetrahydroxy,182.14,8
Tetrahydroxy,34.97,8
Tetrahydroxy,23.08,8
Tetrahydroxy,67.04,8
Tetrahydroxy,168.08,8
Tetrahydroxy,470.31,8
Tetrahydroxy,389.27,8
Tetrahydroxy,17.05,8
Tetrahydroxy,39.02,8
Tetrahydroxy,467.16,8
Tetrahydroxy,470.3,8
Tetrahydroxy,604.29,8
Tetrahydroxy,70.55,8
Tetrahydroxy,53.51,8
Tetrahydroxy,487.33,8
Tetrahydroxy,54.04,8
Tetrahydroxy,14.03,8
Tetrahydroxy,33.99,8
Tetrahydroxy,407.31,8
Tetrahydroxy,90.16,8
Tetrahydroxy,1.69,7
Tetrahydroxy,81.06,7
Tetrahydroxy,142.03,7
Tetrahydroxy,71.1,7
Tetrahydroxy,407.74,7
Tetrahydroxy,17.04,7
Tetrahydroxy,37.02,7
Tetrahydroxy,21.98,7
Tetrahydroxy,44.04,7
Tetrahydroxy,0.03,7
Tetrahydroxy,6.03,7
Tetrahydroxy,1.04,7
Tetrahydroxy,69,7
Tetrahydroxy,12.02,7
Tetrahydroxy,779.22,7
Tetrahydroxy,22.49,7
Tetrahydroxy,38.95,7
Tetrahydroxy,40.02,7
Tetrahydroxy,95.07,7
Tetrahydroxy,470.24,7
Tetrahydroxy,73.06,7
Tetrahydroxy,26.04,7
Tetrahydroxy,762.19,7
Tetrahydroxy,167.96,7
Tetrahydroxy,107.02,7
Tetrahydroxy,150.03,7
Tetrahydroxy,70.01,7
Tetrahydroxy,185.05,7
Tetrahydroxy,96.98,7
Tetrahydroxy,57,7
Tetrahydroxy,106.98,7
Tetrahydroxy,307.25,7
Tetrahydroxy,48.04,6
Tetrahydroxy,88.98,6
Tetrahydroxy,90.06,6
Tetrahydroxy,282.17,6
Tetrahydroxy,43.93,6
Tetrahydroxy,586.28,6
Tetrahydroxy,11.01,6
Tetrahydroxy,39.88,6
Tetrahydroxy,466.58,6
Tetrahydroxy,70,6
Tetrahydroxy,40.03,6
Tetrahydroxy,176.14,6
Tetrahydroxy,204.6,6
Tetrahydroxy,20.01,6
Tetrahydroxy,110.05,6
Tetrahydroxy,44.1,6
Tetrahydroxy,466.56,6
Tetrahydroxy,168.05,6
Tetrahydroxy,54.98,6
Tetrahydroxy,65.47,6
Tetrahydroxy,5.01,6
Tetrahydroxy,150.02,6
Tetrahydroxy,16.07,6
Tetrahydroxy,466.06,6
Tetrahydroxy,74.04,6
Tetrahydroxy,69.06,6
Tetrahydroxy,150.08,6
Tetrahydroxy,391.28,6
Tetrahydroxy,18.22,6
Tetrahydroxy,72.02,6
Tetrahydroxy,109.05,6
Tetrahydroxy,37,6
Tetrahydroxy,152.01,6
Tetrahydroxy,386.24,5
Tetrahydroxy,467.57,5
Tetrahydroxy,38.02,5
Tetrahydroxy,143.14,5
Tetrahydroxy,488.25,5
Tetrahydroxy,148.94,5
Tetrahydroxy,104,5
Tetrahydroxy,296.17,5
Tetrahydroxy,37.06,5
Tetrahydroxy,168.96,5
Tetrahydroxy,620.28,5
Tetrahydroxy,136.03,5
Tetrahydroxy,465.27,5
Tetrahydroxy,91.05,5
Tetrahydroxy,36.07,5
Tetrahydroxy,0.06,5
Tetrahydroxy,30.12,5
Tetrahydroxy,36,5
Tetrahydroxy,0.08,5
Tetrahydroxy,23.01,5
Tetrahydroxy,518.34,5
Tetrahydroxy,243.15,5
Tetrahydroxy,70.75,5
Tetrahydroxy,24.02,5
Tetrahydroxy,125.13,5
Tetrahydroxy,70.95,5
Tetrahydroxy,392.29,5
Tetrahydroxy,36.1,5
Tetrahydroxy,347.65,5
Tetrahydroxy,326.08,5
Tetrahydroxy,61.02,5
Tetrahydroxy,52.96,5
Tetrahydroxy,811.55,5
Tetrahydroxy,474.58,5
Tetrahydroxy,177.06,5
Tetrahydroxy,136,5
Tetrahydroxy,205.1,5
Tetrahydroxy,499.62,5
Tetrahydroxy,185.1,5
Tetrahydroxy,2.98,5
Tetrahydroxy,208.99,5
Tetrahydroxy,134.53,5
Tetrahydroxy,287.12,5
Tetrahydroxy,622.3,5
Tetrahydroxy,152.03,5
Tetrahydroxy,106.01,5
Tetrahydroxy,24,5
Tetrahydroxy,20.02,5
Tetrahydroxy,605.29,5
Tetrahydroxy,113.03,5
Tetrahydroxy,34.91,5
Tetrahydroxy,138.04,5
Tetrahydroxy,52.02,5
Tetrahydroxy,91.01,5
Tetrahydroxy,779.21,5
Tetrahydroxy,166.97,5
Tetrahydroxy,89.07,5
Tetrahydroxy,118.02,5
Tetrahydroxy,168.03,5
Tetrahydroxy,16.05,5
Tetrahydroxy,198.07,5
Tetrahydroxy,554.3,5
Tetrahydroxy,386.25,5
Tetrahydroxy,366.24,4
Tetrahydroxy,87.83,4
Tetrahydroxy,123.67,4
Tetrahydroxy,509.3,4
Tetrahydroxy,1.89,4
Tetrahydroxy,71.03,4
Tetrahydroxy,6.99,4
Tetrahydroxy,407.29,4
Tetrahydroxy,2,4
Tetrahydroxy,20.95,4
Tetrahydroxy,60.02,4
Tetrahydroxy,32.01,4
Tetrahydroxy,35.16,4
Tetrahydroxy,74.05,4
Tetrahydroxy,90,4
Tetrahydroxy,4.01,4
Tetrahydroxy,779.2,4
Tetrahydroxy,17.97,4
Tetrahydroxy,71.33,4
Tetrahydroxy,170,4
Tetrahydroxy,89.99,4
Tetrahydroxy,127.04,4
Tetrahydroxy,276.26,4
Tetrahydroxy,167.08,4
Tetrahydroxy,38.03,4
Tetrahydroxy,52.48,4
Tetrahydroxy,37.07,4
Tetrahydroxy,71,4
Tetrahydroxy,25.96,4
Tetrahydroxy,610.37,4
Tetrahydroxy,54.07,4
Tetrahydroxy,20.91,4
Tetrahydroxy,61,4
Tetrahydroxy,459.24,4
Tetrahydroxy,175.05,4
Tetrahydroxy,72.19,4
Tetrahydroxy,36.06,4
Tetrahydroxy,53.19,4
Tetrahydroxy,54.08,4
Tetrahydroxy,17.79,4
Tetrahydroxy,13,4
Tetrahydroxy,195.91,4
Tetrahydroxy,57.91,4
Tetrahydroxy,89.5,4
Tetrahydroxy,124.04,4
Tetrahydroxy,467.07,4
Tetrahydroxy,106.96,4
Tetrahydroxy,7.03,4
Tetrahydroxy,34.06,4
Tetrahydroxy,34.99,4
Tetrahydroxy,0.04,4
Tetrahydroxy,53.99,4
Tetrahydroxy,407.23,4
Tetrahydroxy,75.05,4
Tetrahydroxy,115.45,4
Tetrahydroxy,37.08,4
Tetrahydroxy,55.98,4
Tetrahydroxy,72.09,4
Tetrahydroxy,406.27,4
Tetrahydroxy,293.24,4
Tetrahydroxy,72.1,4
Tetrahydroxy,124.12,4
Tetrahydroxy,150.97,4
Tetrahydroxy,21.48,3
Tetrahydroxy,35,3
Tetrahydroxy,14.08,3
Tetrahydroxy,108,3
Tetrahydroxy,91.02,3
Tetrahydroxy,35.06,3
Tetrahydroxy,166.03,3
Tetrahydroxy,69.01,3
Tetrahydroxy,61.98,3
Tetrahydroxy,18.05,3
Tetrahydroxy,104.52,3
Tetrahydroxy,44.08,3
Tetrahydroxy,472.31,3
Tetrahydroxy,38.01,3
Tetrahydroxy,102.07,3
Tetrahydroxy,203.55,3
Tetrahydroxy,35.27,3
Tetrahydroxy,135.03,3
Tetrahydroxy,87.31,3
Tetrahydroxy,0.05,3
Tetrahydroxy,433.17,3
Tetrahydroxy,13.05,3
Tetrahydroxy,89.09,3
Tetrahydroxy,472.32,3
Tetrahydroxy,91.07,3
Tetrahydroxy,182.03,3
Tetrahydroxy,41.06,3
Tetrahydroxy,20.04,3
Tetrahydroxy,151.99,3
Tetrahydroxy,119.09,3
Tetrahydroxy,16.02,3
Tetrahydroxy,163.09,3
Tetrahydroxy,811.57,3
Tetrahydroxy,347.29,3
Tetrahydroxy,70.44,3
Tetrahydroxy,486.33,3
Tetrahydroxy,204,3
Tetrahydroxy,94.04,3
Tetrahydroxy,1.01,3
Tetrahydroxy,226.01,3
Tetrahydroxy,36.01,3
Tetrahydroxy,108.03,3
Tetrahydroxy,16.04,3
Tetrahydroxy,38.05,3
Tetrahydroxy,72.15,3
Tetrahydroxy,350.25,3
Tetrahydroxy,405.3,3
Tetrahydroxy,491.61,3
Tetrahydroxy,58.02,3
Tetrahydroxy,252.15,3
Tetrahydroxy,239.1,3
Tetrahydroxy,62.02,3
Tetrahydroxy,89.51,3
Tetrahydroxy,184.03,3
Tetrahydroxy,49.94,3
Tetrahydroxy,205.11,3
Tetrahydroxy,150.93,3
Tetrahydroxy,117.94,3
Tetrahydroxy,7.95,3
Tetrahydroxy,54.13,3
Tetrahydroxy,105.96,3
Tetrahydroxy,41.02,3
Tetrahydroxy,500.63,3
Tetrahydroxy,54.09,3
Tetrahydroxy,1.03,3
Tetrahydroxy,427.09,3
Tetrahydroxy,204.23,3
Tetrahydroxy,55.94,3
Tetrahydroxy,35.08,3
Tetrahydroxy,58.34,3
Tetrahydroxy,467.08,3
Tetrahydroxy,1.05,3
Tetrahydroxy,475.08,3
Tetrahydroxy,18.07,3
Tetrahydroxy,18.98,3
Tetrahydroxy,625.33,3
Tetrahydroxy,452.22,3
Tetrahydroxy,28.05,3
Tetrahydroxy,105.54,3
Tetrahydroxy,584.26,3
Tetrahydroxy,1.99,3
Tetrahydroxy,53.46,3
Tetrahydroxy,54.9,3
Tetrahydroxy,150.09,3
Tetrahydroxy,40.01,3
Tetrahydroxy,128.96,3
Tetrahydroxy,133.07,3
Tetrahydroxy,482.59,3
Tetrahydroxy,226.1,3
Tetrahydroxy,346.24,3
Tetrahydroxy,138.05,3
Tetrahydroxy,106.05,3
Tetrahydroxy,14.05,3
Tetrahydroxy,497.28,3
Tetrahydroxy,407.24,3
Tetrahydroxy,19.08,3
Tetrahydroxy,130.02,3
Tetrahydroxy,46.02,3
Tetrahydroxy,5.03,3
Tetrahydroxy,35.01,3
Tetrahydroxy,60.04,3
Tetrahydroxy,19.9,3
Tetrahydroxy,167.07,3
Tetrahydroxy,450.04,2
Tetrahydroxy,167.95,2
Tetrahydroxy,112.95,2
Tetrahydroxy,813.25,2
Tetrahydroxy,22.04,2
Tetrahydroxy,53.02,2
Tetrahydroxy,45.05,2
Tetrahydroxy,51.98,2
Tetrahydroxy,554.31,2
Tetrahydroxy,51.08,2
Tetrahydroxy,43.98,2
Tetrahydroxy,8.04,2
Tetrahydroxy,19.06,2
Tetrahydroxy,278.04,2
Tetrahydroxy,764.2,2
Tetrahydroxy,34.05,2
Tetrahydroxy,184.01,2
Tetrahydroxy,90.09,2
Tetrahydroxy,20.1,2
Tetrahydroxy,62.01,2
Tetrahydroxy,186.95,2
Tetrahydroxy,52.99,2
Tetrahydroxy,407.73,2
Tetrahydroxy,90.08,2
Tetrahydroxy,26,2
Tetrahydroxy,104.02,2
Tetrahydroxy,36.97,2
Tetrahydroxy,55.06,2
Tetrahydroxy,1.06,2
Tetrahydroxy,56.98,2
Tetrahydroxy,374.23,2
Tetrahydroxy,87.98,2
Tetrahydroxy,118.08,2
Tetrahydroxy,259.14,2
Tetrahydroxy,170.12,2
Tetrahydroxy,185.96,2
Tetrahydroxy,227.99,2
Tetrahydroxy,622.29,2
Tetrahydroxy,365.25,2
Tetrahydroxy,71.61,2
Tetrahydroxy,16.1,2
Tetrahydroxy,14.01,2
Tetrahydroxy,484.31,2
Tetrahydroxy,17.07,2
Tetrahydroxy,170.13,2
Tetrahydroxy,112.08,2
Tetrahydroxy,450.33,2
Tetrahydroxy,170.11,2
Tetrahydroxy,38.1,2
Tetrahydroxy,69.64,2
Tetrahydroxy,51.01,2
Tetrahydroxy,71.09,2
Tetrahydroxy,21.99,2
Tetrahydroxy,57.5,2
Tetrahydroxy,432.32,2
Tetrahydroxy,33,2
Tetrahydroxy,60.96,2
Tetrahydroxy,515.29,2
Tetrahydroxy,86.97,2
Tetrahydroxy,118.01,2
Tetrahydroxy,87.02,2
Tetrahydroxy,388.25,2
Tetrahydroxy,89.23,2
Tetrahydroxy,68.96,2
Tetrahydroxy,93.06,2
Tetrahydroxy,467.59,2
Tetrahydroxy,2.96,2
Tetrahydroxy,90.23,2
Tetrahydroxy,87.99,2
Tetrahydroxy,134.96,2
Tetrahydroxy,542.33,2
Tetrahydroxy,117.04,2
Tetrahydroxy,483.1,2
Tetrahydroxy,168.94,2
Tetrahydroxy,33.03,2
Tetrahydroxy,24.04,2
Tetrahydroxy,190.08,2
Tetrahydroxy,25.03,2
Tetrahydroxy,39.04,2
Tetrahydroxy,87.7,2
Tetrahydroxy,172.17,2
Tetrahydroxy,29.03,2
Tetrahydroxy,18.12,2
Tetrahydroxy,34.92,2
Tetrahydroxy,6.02,2
Tetrahydroxy,406.29,2
Tetrahydroxy,207.12,2
Tetrahydroxy,71.01,2
Tetrahydroxy,30.02,2
Tetrahydroxy,214.14,2
Tetrahydroxy,169.11,2
Tetrahydroxy,26.01,2
Tetrahydroxy,276.21,2
Tetrahydroxy,445.27,2
Tetrahydroxy,58.08,2
Tetrahydroxy,187.98,2
Tetrahydroxy,41.97,2
Tetrahydroxy,354.26,2
Tetrahydroxy,43.97,2
Tetrahydroxy,183.95,2
Tetrahydroxy,39.93,2
Tetrahydroxy,796.24,2
Tetrahydroxy,210.21,2
Tetrahydroxy,602.28,2
Tetrahydroxy,37.04,2
Tetrahydroxy,88.97,2
Tetrahydroxy,96.03,2
Tetrahydroxy,18.96,2
Tetrahydroxy,28.01,2
Tetrahydroxy,9.97,2
Tetrahydroxy,495.26,2
Tetrahydroxy,64.01,2
Tetrahydroxy,94.09,2
Tetrahydroxy,487.34,2
Tetrahydroxy,218.05,2
Tetrahydroxy,144.95,2
Tetrahydroxy,89.03,2
Tetrahydroxy,21.93,2
Tetrahydroxy,123.05,2
Tetrahydroxy,54.1,2
Tetrahydroxy,168.07,2
Tetrahydroxy,306.1,2
Tetrahydroxy,389.29,2
Tetrahydroxy,14.04,2
Tetrahydroxy,128.05,2
Tetrahydroxy,43.04,2
Tetrahydroxy,794.52,2
Tetrahydroxy,418.22,2
Tetrahydroxy,35.3,2
Tetrahydroxy,79.95,2
Tetrahydroxy,202.12,2
Tetrahydroxy,138.08,2
Tetrahydroxy,125.07,2
Tetrahydroxy,111.04,2
Tetrahydroxy,200.15,2
Tetrahydroxy,12.01,2
Tetrahydroxy,184.98,2
Tetrahydroxy,104.98,2
Tetrahydroxy,144.04,2
Tetrahydroxy,88.52,2
Tetrahydroxy,206.11,2
Tetrahydroxy,99.93,2
Tetrahydroxy,474.08,2
Tetrahydroxy,346.25,2
Tetrahydroxy,15.06,2
Tetrahydroxy,12.05,2
Tetrahydroxy,486.24,2
Tetrahydroxy,794.54,2
Tetrahydroxy,35.82,2
Tetrahydroxy,84.07,2
Tetrahydroxy,356.1,2
Tetrahydroxy,350.24,2
Tetrahydroxy,20.99,2
Tetrahydroxy,69.98,2
Tetrahydroxy,111.01,2
Tetrahydroxy,227.98,2
Tetrahydroxy,21.47,2
Tetrahydroxy,105,2
Tetrahydroxy,19.96,2
Tetrahydroxy,20.05,2
Tetrahydroxy,764.19,2
Tetrahydroxy,30,2
Tetrahydroxy,57.01,2
Tetrahydroxy,36.08,2
Tetrahydroxy,54.06,2
Tetrahydroxy,21.97,2
Tetrahydroxy,100.99,2
Tetrahydroxy,406.28,2
Trihydroxy,36.02,31629
Trihydroxy,18.01,18838
Trihydroxy,54.03,15229
Trihydroxy,72.04,13548
Trihydroxy,203.99,12898
Trihydroxy,88.99,11761
Trihydroxy,70.98,11255
Trihydroxy,52.97,10130
Trihydroxy,0.98,7566
Trihydroxy,124.03,7066
Trihydroxy,17.03,6626
Trihydroxy,107,5465
Trihydroxy,186.96,5196
Trihydroxy,408.29,4494
Trihydroxy,57.02,3625
Trihydroxy,39.01,3168
Trihydroxy,0,2581
Trihydroxy,107.01,2527
Trihydroxy,21,2273
Trihydroxy,74.07,2094
Trihydroxy,2.99,1803
Trihydroxy,372.27,1323
Trihydroxy,20.03,1309
Trihydroxy,73.03,1282
Trihydroxy,22.01,1253
Trihydroxy,89,1217
Trihydroxy,35.02,1216
Trihydroxy,17.01,1208
Trihydroxy,38.04,1147
Trihydroxy,39.49,1068
Trihydroxy,221.01,1034
Trihydroxy,73.04,1024
Trihydroxy,168.95,988
Trihydroxy,223.12,953
Trihydroxy,60,873
Trihydroxy,72.06,857
Trihydroxy,4,790
Trihydroxy,37.01,788
Trihydroxy,59.04,781
Trihydroxy,3.99,778
Trihydroxy,70.99,753
Trihydroxy,622.3,743
Trihydroxy,390.28,730
Trihydroxy,188.96,721
Trihydroxy,52.98,663
Trihydroxy,74.05,610
Trihydroxy,2.02,608
Trihydroxy,74.08,607
Trihydroxy,406.27,594
Trihydroxy,61.95,590
Trihydroxy,203.98,586
Trihydroxy,187.99,579
Trihydroxy,104.99,579
Trihydroxy,246,567
Trihydroxy,40.02,565
Trihydroxy,13.03,548
Trihydroxy,41.03,527
