Bile,delta,count
Trihydroxy,265.28,7
Trihydroxy,346.18,7
Trihydroxy,303.25,7
Trihydroxy,290.15,7
Trihydroxy,54.61,7
Trihydroxy,37.11,7
Trihydroxy,23.01,7
Trihydroxy,82.98,7
Trihydroxy,623.3,7
Trihydroxy,622.28,7
Trihydroxy,96.03,7
Trihydroxy,204.01,7
Trihydroxy,125.02,7
Trihydroxy,423.29,7
Trihydroxy,138.02,7
Trihydroxy,536.67,7
Trihydroxy,186.02,7
Trihydroxy,639.34,7
Trihydroxy,66.99,7
Trihydroxy,453.82,7
Trihydroxy,87.02,7
Trihydroxy,205.05,7
Trihydroxy,136,7
Trihydroxy,16.99,7
Trihydroxy,38.98,7
Trihydroxy,329.22,7
Trihydroxy,261.16,7
Trihydroxy,276.08,7
Trihydroxy,11.99,7
Trihydroxy,26.96,7
Trihydroxy,194,7
Trihydroxy,127.07,7
Trihydroxy,407.67,7
Trihydroxy,329.23,7
Trihydroxy,586.38,7
Trihydroxy,484.08,7
Trihydroxy,160.92,7
Trihydroxy,228.03,7
Trihydroxy,260.08,7
Trihydroxy,350.2,7
Trihydroxy,1.04,7
Trihydroxy,56.66,7
Trihydroxy,52.96,7
Trihydroxy,673.39,7
Trihydroxy,54.09,7
Trihydroxy,72.98,7
Trihydroxy,17.99,7
Trihydroxy,58.92,7
Trihydroxy,131.66,7
Trihydroxy,247.03,7
Trihydroxy,445.12,7
Trihydroxy,596.25,7
Trihydroxy,0.97,7
Trihydroxy,695.38,7
Trihydroxy,48.48,7
Trihydroxy,247.09,7
Trihydroxy,107.97,7
Trihydroxy,452.32,7
Trihydroxy,71.95,7
Trihydroxy,381.81,7
Trihydroxy,36.17,7
Trihydroxy,504.36,7
Trihydroxy,85.01,7
Trihydroxy,109.05,7
Trihydroxy,880.45,7
Trihydroxy,504.32,7
Trihydroxy,223.61,7
Trihydroxy,57.97,7
Trihydroxy,21.93,7
Trihydroxy,109.68,7
Trihydroxy,223.5,7
Trihydroxy,485.58,7
Trihydroxy,318.27,7
Trihydroxy,168.08,6
Trihydroxy,101.04,6
Trihydroxy,513.28,6
Trihydroxy,888.96,6
Trihydroxy,37.23,6
Trihydroxy,104,6
Trihydroxy,74.14,6
Trihydroxy,505.1,6
Trihydroxy,45.02,6
Trihydroxy,106.99,6
Trihydroxy,280.24,6
Trihydroxy,15.96,6
Trihydroxy,185.15,6
Trihydroxy,591.56,6
Trihydroxy,70.92,6
Trihydroxy,38.94,6
Trihydroxy,116.09,6
Trihydroxy,72.15,6
Trihydroxy,515.3,6
Trihydroxy,37.05,6
Trihydroxy,622.8,6
Trihydroxy,69.01,6
Trihydroxy,22.08,6
Trihydroxy,224.91,6
Trihydroxy,89.06,6
Trihydroxy,26.06,6
Trihydroxy,150.01,6
Trihydroxy,37.47,6
Trihydroxy,405.26,6
Trihydroxy,586.88,6
Trihydroxy,36.05,6
Trihydroxy,639.89,6
Trihydroxy,519.13,6
Trihydroxy,392.63,6
Trihydroxy,56.22,6
Trihydroxy,104.98,6
Trihydroxy,73.96,6
Trihydroxy,3.92,6
Trihydroxy,422.3,6
Trihydroxy,1.79,6
Trihydroxy,94.08,6
Trihydroxy,70.93,6
Trihydroxy,176.97,6
Trihydroxy,168.05,6
Trihydroxy,55.09,6
Trihydroxy,167.08,6
Trihydroxy,254.15,6
Trihydroxy,435.59,6
Trihydroxy,208.05,6
Trihydroxy,392.12,6
Trihydroxy,31.05,6
Trihydroxy,83.98,6
Trihydroxy,231.61,6
Trihydroxy,86.49,6
Trihydroxy,118.07,6
Trihydroxy,330.24,6
Trihydroxy,10.99,6
Trihydroxy,126.11,6
Trihydroxy,388.15,6
Trihydroxy,539.37,6
Trihydroxy,445.61,6
Trihydroxy,43.05,6
Trihydroxy,580.3,6
Trihydroxy,71.16,6
Trihydroxy,585.23,6
Trihydroxy,105,6
Trihydroxy,96.06,6
Trihydroxy,900.44,6
Trihydroxy,206.02,6
Trihydroxy,196.09,6
Trihydroxy,501.62,6
Trihydroxy,222.89,6
Trihydroxy,479.16,6
Trihydroxy,33.01,6
Trihydroxy,203.07,6
Trihydroxy,221.52,6
Trihydroxy,207.51,6
Trihydroxy,135.99,6
Trihydroxy,37.04,6
Trihydroxy,103.99,6
Trihydroxy,187.46,6
Trihydroxy,105.06,6
Trihydroxy,19.03,6
Trihydroxy,420.27,6
Trihydroxy,97.98,6
Trihydroxy,204.98,6
Trihydroxy,444.62,6
Trihydroxy,95.02,6
Trihydroxy,474.34,6
Trihydroxy,2.92,6
Trihydroxy,879.94,6
Trihydroxy,456.32,6
Trihydroxy,0.04,6
Trihydroxy,639.39,6
Trihydroxy,186.95,6
Trihydroxy,154.06,6
Trihydroxy,311.28,6
Trihydroxy,378.8,6
Trihydroxy,126.12,6
Trihydroxy,109.04,6
Trihydroxy,380.26,6
Trihydroxy,20.97,5
Trihydroxy,376.15,5
Trihydroxy,834.29,5
Trihydroxy,53.06,5
Trihydroxy,656.34,5
Trihydroxy,83.95,5
Trihydroxy,113.99,5
Trihydroxy,60.51,5
Trihydroxy,133.96,5
Trihydroxy,21.91,5
Trihydroxy,782.02,5
Trihydroxy,418.2,5
Trihydroxy,115.02,5
Trihydroxy,94.97,5
Trihydroxy,90.03,5
Trihydroxy,35.94,5
Trihydroxy,39.96,5
Trihydroxy,35.84,5
Trihydroxy,469.14,5
Trihydroxy,89.07,5
Trihydroxy,510.14,5
Trihydroxy,206.58,5
Trihydroxy,101.96,5
Trihydroxy,220.11,5
Trihydroxy,543.44,5
Trihydroxy,35.09,5
Trihydroxy,376.19,5
Trihydroxy,880.95,5
Trihydroxy,28,5
Trihydroxy,232.06,5
Trihydroxy,19.99,5
Trihydroxy,500.66,5
Trihydroxy,215.14,5
Trihydroxy,481.56,5
Trihydroxy,127.03,5
Trihydroxy,34.99,5
Trihydroxy,170.02,5
Trihydroxy,72.11,5
Trihydroxy,118.99,5
Trihydroxy,677.26,5
Trihydroxy,70.86,5
Trihydroxy,677.27,5
Trihydroxy,171.06,5
Trihydroxy,111.02,5
Trihydroxy,39.88,5
Trihydroxy,178.02,5
Trihydroxy,821.21,5
Trihydroxy,60.05,5
Trihydroxy,504.58,5
Trihydroxy,127.53,5
Trihydroxy,608.78,5
Trihydroxy,821.22,5
Trihydroxy,163.08,5
Trihydroxy,512.57,5
Trihydroxy,220,5
Trihydroxy,73.13,5
Trihydroxy,256.07,5
Trihydroxy,18.92,5
Trihydroxy,69.1,5
Trihydroxy,780.19,5
Trihydroxy,117.9,5
Trihydroxy,93.01,5
Trihydroxy,816.28,5
Trihydroxy,437.19,5
Trihydroxy,150.96,5
Trihydroxy,329.15,5
Trihydroxy,70.96,5
Trihydroxy,17.07,5
Trihydroxy,45,5
Trihydroxy,58.05,5
Trihydroxy,452.31,5
Trihydroxy,77.03,5
Trihydroxy,133.93,5
Trihydroxy,49.03,5
Trihydroxy,406.3,5
Trihydroxy,378.96,5
Trihydroxy,16.95,5
Trihydroxy,391.75,5
Trihydroxy,150.94,5
Trihydroxy,144.15,5
Trihydroxy,15.98,5
Trihydroxy,17.06,5
Trihydroxy,394.62,5
Trihydroxy,503.1,5
Trihydroxy,20.98,5
Trihydroxy,90.05,5
Trihydroxy,69.69,5
Trihydroxy,7.98,5
Trihydroxy,127.05,5
Trihydroxy,294.16,5
Trihydroxy,142.13,5
Trihydroxy,355.3,5
Trihydroxy,67.99,5
Trihydroxy,321.27,5
Trihydroxy,634.28,5
Trihydroxy,147.08,5
Trihydroxy,93.06,5
Trihydroxy,61.05,5
Trihydroxy,453.54,5
Trihydroxy,126.95,5
Trihydroxy,71.51,5
Trihydroxy,170.13,5
Trihydroxy,74.01,5
Trihydroxy,499.3,5
Trihydroxy,378.46,5
Trihydroxy,486.23,5
Trihydroxy,2.04,5
Trihydroxy,51.96,5
Trihydroxy,45.04,5
Trihydroxy,37.06,5
Trihydroxy,148.03,5
Trihydroxy,833.31,5
Trihydroxy,625.29,5
Trihydroxy,482.58,5
Trihydroxy,51.89,5
Trihydroxy,1.88,5
Trihydroxy,392.31,5
Trihydroxy,193.07,5
Trihydroxy,206.92,5
Trihydroxy,100.99,5
Trihydroxy,7.02,5
Trihydroxy,301.21,5
Trihydroxy,21.02,5
Trihydroxy,118.98,5
Trihydroxy,286.09,5
Trihydroxy,76.09,5
Trihydroxy,54.07,5
Trihydroxy,114.95,5
Trihydroxy,67.95,5
Trihydroxy,816.25,5
Trihydroxy,900.45,4
Trihydroxy,1.85,4
Trihydroxy,311.06,4
Trihydroxy,244.02,4
Trihydroxy,231.6,4
Trihydroxy,141.12,4
Trihydroxy,363.64,4
Trihydroxy,501.43,4
Trihydroxy,163.02,4
Trihydroxy,27.02,4
Trihydroxy,46.98,4
Trihydroxy,192.22,4
Trihydroxy,255.26,4
Trihydroxy,364.08,4
Trihydroxy,18.98,4
Trihydroxy,90.45,4
Trihydroxy,515.41,4
Trihydroxy,398.1,4
Trihydroxy,1.02,4
Trihydroxy,470.14,4
Trihydroxy,99.03,4
Trihydroxy,37.94,4
Trihydroxy,150.98,4
Trihydroxy,72.96,4
Trihydroxy,67.05,4
Trihydroxy,32.04,4
Trihydroxy,500.48,4
Trihydroxy,443.6,4
Trihydroxy,375.65,4
Trihydroxy,279.25,4
Trihydroxy,185.72,4
Trihydroxy,897.98,4
Trihydroxy,19.05,4
Trihydroxy,36.11,4
Trihydroxy,124.09,4
Trihydroxy,47.98,4
Trihydroxy,85.06,4
Trihydroxy,230.05,4
Trihydroxy,129.95,4
Trihydroxy,381.13,4
Trihydroxy,33.05,4
Trihydroxy,44.06,4
Trihydroxy,13.05,4
Trihydroxy,631.4,4
Trihydroxy,51.9,4
Trihydroxy,67.04,4
Trihydroxy,59.82,4
Trihydroxy,479.27,4
Trihydroxy,169.09,4
Trihydroxy,41,4
Trihydroxy,493.29,4
Trihydroxy,75.02,4
Trihydroxy,71.17,4
Trihydroxy,72.17,4
Trihydroxy,203.11,4
Trihydroxy,52.94,4
Trihydroxy,719.3,4
Trihydroxy,23.03,4
Trihydroxy,105.07,4
Trihydroxy,10.03,4
Trihydroxy,491.2,4
Trihydroxy,15.02,4
Trihydroxy,146.06,4
Trihydroxy,264.24,4
Trihydroxy,37.95,4
Trihydroxy,8,4
Trihydroxy,123.03,4
Trihydroxy,625.31,4
Trihydroxy,107.06,4
Trihydroxy,470.23,4
Trihydroxy,54,4
Trihydroxy,28.06,4
Trihydroxy,107.04,4
Trihydroxy,53.1,4
Trihydroxy,169.88,4
Trihydroxy,164.09,4
Trihydroxy,108.1,4
Trihydroxy,50.92,4
Trihydroxy,22.05,4
Trihydroxy,595.39,4
Trihydroxy,502.62,4
Trihydroxy,73.92,4
Trihydroxy,76.04,4
Trihydroxy,71,4
Trihydroxy,143.04,4
Trihydroxy,98.97,4
Trihydroxy,3.93,4
Trihydroxy,631.82,4
Trihydroxy,622.32,4
Trihydroxy,888.45,4
Trihydroxy,673.36,4
Trihydroxy,294.1,4
Trihydroxy,313.08,4
Trihydroxy,214.14,4
Trihydroxy,405.14,4
Trihydroxy,139.03,4
Trihydroxy,234,4
Trihydroxy,612.94,4
Trihydroxy,143.06,4
Trihydroxy,126.01,4
Trihydroxy,61.98,4
Trihydroxy,69.97,4
Trihydroxy,125.04,4
Trihydroxy,0.13,4
Trihydroxy,207.11,4
Trihydroxy,145.52,4
Trihydroxy,152.02,4
Trihydroxy,334.12,4
Trihydroxy,170.06,4
Trihydroxy,444.1,4
Trihydroxy,392.69,4
Trihydroxy,621.29,4
Trihydroxy,246.23,4
Trihydroxy,144.51,4
Trihydroxy,18.55,4
Trihydroxy,591.46,4
Trihydroxy,63.01,4
Trihydroxy,145.02,4
Trihydroxy,461.26,4
Trihydroxy,36.08,4
Trihydroxy,301.23,4
Trihydroxy,402.6,4
Trihydroxy,53.94,4
Trihydroxy,388.25,4
Trihydroxy,73.14,4
Trihydroxy,18.02,4
Trihydroxy,222.1,4
Trihydroxy,220.01,4
Trihydroxy,187.16,4
Trihydroxy,122.94,4
Trihydroxy,128.07,4
Trihydroxy,204.99,4
Trihydroxy,393.14,4
Trihydroxy,888.46,4
Trihydroxy,71.09,4
Trihydroxy,119.03,4
Trihydroxy,1.78,4
Trihydroxy,21.99,4
Trihydroxy,373.17,4
Trihydroxy,73.99,4
Trihydroxy,73.82,4
Trihydroxy,208.01,4
Trihydroxy,72.64,4
Trihydroxy,158.03,4
Trihydroxy,297.18,4
Trihydroxy,45.99,4
Trihydroxy,410.3,4
Trihydroxy,592.29,4
Trihydroxy,140.01,4
Trihydroxy,472.26,4
Trihydroxy,170.01,4
Trihydroxy,136.01,4
Trihydroxy,144.96,4
Trihydroxy,132,4
Trihydroxy,93.07,4
Trihydroxy,21.95,4
Trihydroxy,494.09,4
Trihydroxy,72.57,4
Trihydroxy,353.24,4
Trihydroxy,3.89,4
Trihydroxy,314.2,4
Trihydroxy,782.23,4
Trihydroxy,208.02,4
Trihydroxy,630.8,4
Trihydroxy,34.08,4
Trihydroxy,262.05,4
Trihydroxy,21.03,4
Trihydroxy,106.96,4
Trihydroxy,17.14,4
Trihydroxy,294.17,4
Trihydroxy,222.9,4
Trihydroxy,880.43,4
Trihydroxy,89.11,4
Trihydroxy,72.07,4
Trihydroxy,139.04,4
Trihydroxy,164.08,4
Trihydroxy,127.1,4
Trihydroxy,9.04,4
Trihydroxy,48.04,4
Trihydroxy,88.02,4
Trihydroxy,119.04,4
Trihydroxy,131.06,4
Trihydroxy,62.02,4
Trihydroxy,24.05,4
Trihydroxy,86.08,4
Trihydroxy,57.99,4
Trihydroxy,505.09,4
Trihydroxy,71.1,4
Trihydroxy,889.45,4
Trihydroxy,515.28,4
Trihydroxy,56.08,4
Trihydroxy,167,4
Trihydroxy,384.14,3
Trihydroxy,216.17,3
Trihydroxy,608.77,3
Trihydroxy,180.03,3
Trihydroxy,355.12,3
Trihydroxy,126.02,3
Trihydroxy,54.9,3
Trihydroxy,414.1,3
Trihydroxy,68.98,3
Trihydroxy,106.95,3
Trihydroxy,521.11,3
Trihydroxy,29.02,3
Trihydroxy,126.09,3
Trihydroxy,631.91,3
Trihydroxy,38.93,3
Trihydroxy,418.34,3
Trihydroxy,5.03,3
Trihydroxy,101.06,3
Trihydroxy,138.07,3
Trihydroxy,484.57,3
Trihydroxy,22.95,3
Trihydroxy,197.02,3
Trihydroxy,453.55,3
Trihydroxy,90,3
Trihydroxy,99.98,3
Trihydroxy,128.11,3
Trihydroxy,238.49,3
Trihydroxy,0.95,3
Trihydroxy,0.19,3
Trihydroxy,69.93,3
Trihydroxy,155.02,3
Trihydroxy,44.03,3
Trihydroxy,644.28,3
Trihydroxy,203.01,3
Trihydroxy,53.12,3
Trihydroxy,129.99,3
Trihydroxy,154.07,3
Trihydroxy,39.9,3
Trihydroxy,434.74,3
Trihydroxy,134.09,3
Trihydroxy,90.99,3
Trihydroxy,900.43,3
Trihydroxy,178.15,3
Trihydroxy,74.03,3
Trihydroxy,208.94,3
Trihydroxy,73.94,3
Trihydroxy,137.05,3
Trihydroxy,482.31,3
Trihydroxy,56.16,3
Trihydroxy,425.15,3
Trihydroxy,702.26,3
Trihydroxy,282.05,3
Trihydroxy,9.99,3
Trihydroxy,73.1,3
Trihydroxy,144.14,3
Trihydroxy,660.23,3
Trihydroxy,85.02,3
Trihydroxy,62.01,3
Trihydroxy,91.86,3
Trihydroxy,203.13,3
Trihydroxy,431.11,3
Trihydroxy,39.03,3
Trihydroxy,392.28,3
Trihydroxy,81.02,3
Trihydroxy,55.1,3
Trihydroxy,424.29,3
Trihydroxy,338.09,3
Trihydroxy,221.03,3
Trihydroxy,192.06,3
Trihydroxy,113,3
Trihydroxy,204.08,3
Trihydroxy,214.13,3
Trihydroxy,138.06,3
Trihydroxy,350.24,3
Trihydroxy,220.13,3
Trihydroxy,109.06,3
Trihydroxy,378.62,3
Trihydroxy,107.11,3
Trihydroxy,131.67,3
Trihydroxy,118.03,3
Trihydroxy,71.15,3
Trihydroxy,6.01,3
Trihydroxy,85.96,3
Trihydroxy,1020.71,3
Trihydroxy,897.96,3
Trihydroxy,245.16,3
Trihydroxy,300.07,3
Trihydroxy,52.06,3
Trihydroxy,108,3
Trihydroxy,168.01,3
Trihydroxy,656.36,3
Trihydroxy,188.11,3
Trihydroxy,1.87,3
Trihydroxy,354.26,3
Trihydroxy,51.94,3
Trihydroxy,373.27,3
Trihydroxy,171.04,3
Trihydroxy,76.05,3
Trihydroxy,33.03,3
Trihydroxy,215.99,3
Trihydroxy,117.99,3
Trihydroxy,518.65,3
Trihydroxy,65.94,3
Trihydroxy,56.99,3
Trihydroxy,489.28,3
Trihydroxy,73.17,3
Trihydroxy,10.01,3
Trihydroxy,101.02,3
Trihydroxy,24.02,3
Trihydroxy,512.58,3
Trihydroxy,25.99,3
Trihydroxy,483.63,3
Trihydroxy,54.02,3
Trihydroxy,253.04,3
Trihydroxy,161.04,3
Trihydroxy,20.93,3
Trihydroxy,141.06,3
Trihydroxy,125.01,3
Trihydroxy,488.25,3
Trihydroxy,192,3
Trihydroxy,606.32,3
Trihydroxy,44,3
Trihydroxy,154.08,3
Trihydroxy,105.96,3
Trihydroxy,232.08,3
Trihydroxy,151.05,3
Trihydroxy,817.27,3
Trihydroxy,59.01,3
Trihydroxy,18.1,3
Trihydroxy,52.04,3
Trihydroxy,17.05,3
Trihydroxy,586.27,3
Trihydroxy,119.08,3
Trihydroxy,506.34,3
Trihydroxy,586.89,3
Trihydroxy,99.89,3
Trihydroxy,17.9,3
Trihydroxy,156.11,3
Trihydroxy,71.07,3
Trihydroxy,173.15,3
Trihydroxy,272.08,3
Trihydroxy,199.19,3
Trihydroxy,298.25,3
Trihydroxy,262.04,3
Trihydroxy,263.27,3
Trihydroxy,106.82,3
Trihydroxy,256.15,3
Trihydroxy,512.06,3
Trihydroxy,622.81,3
Trihydroxy,228.14,3
Trihydroxy,329.21,3
Trihydroxy,190.2,3
Trihydroxy,136.97,3
Trihydroxy,245.98,3
Trihydroxy,66.06,3
Trihydroxy,52.93,3
Trihydroxy,381.73,3
Trihydroxy,329.12,3
Trihydroxy,381.89,3
Trihydroxy,39,3
Trihydroxy,15.93,3
Trihydroxy,118.95,3
Trihydroxy,431.13,3
Trihydroxy,302.14,3
Trihydroxy,175.06,3
Trihydroxy,89.46,3
Trihydroxy,71.19,3
Trihydroxy,42.04,3
Trihydroxy,541.81,3
Trihydroxy,208.16,3
Trihydroxy,56.91,3
Trihydroxy,9.97,3
Trihydroxy,78.95,3
Trihydroxy,103.08,3
Trihydroxy,881.44,3
Trihydroxy,197.07,3
Trihydroxy,424.3,3
Trihydroxy,479.17,3
Trihydroxy,383.76,3
Trihydroxy,496.09,3
Trihydroxy,500.57,3
Trihydroxy,613.43,3
Trihydroxy,432.34,3
Trihydroxy,512.59,3
Trihydroxy,96.95,3
Trihydroxy,483.07,3
Trihydroxy,8.05,3
Trihydroxy,105.88,3
Trihydroxy,585.22,3
Trihydroxy,39.04,3
Trihydroxy,331.22,3
Trihydroxy,162.03,3
Trihydroxy,84.96,3
Trihydroxy,248.01,3
Trihydroxy,90.98,3
Trihydroxy,626.29,3
Trihydroxy,483.11,3
Trihydroxy,72.01,3
Trihydroxy,116.06,3
Trihydroxy,261.24,3
Trihydroxy,142.03,3
Trihydroxy,95.98,3
Trihydroxy,97.04,3
Trihydroxy,33.02,3
Trihydroxy,817.57,3
Trihydroxy,417.33,3
Trihydroxy,34.02,3
Trihydroxy,318.2,3
Trihydroxy,91.85,3
Trihydroxy,31.02,3
Trihydroxy,454.31,3
Trihydroxy,425.67,3
Trihydroxy,719.31,3
Trihydroxy,391.62,3
Trihydroxy,71.97,3
Trihydroxy,430.31,3
Trihydroxy,481.57,3
Trihydroxy,178.03,3
Trihydroxy,26.98,3
Trihydroxy,75.57,3
Trihydroxy,19.86,3
Trihydroxy,144.52,3
Trihydroxy,124.92,3
Trihydroxy,51.91,3
Trihydroxy,176.04,3
Trihydroxy,53.04,3
Trihydroxy,27.04,3
Trihydroxy,279.27,3
Trihydroxy,270.09,3
Trihydroxy,124.01,3
Trihydroxy,602.27,3
Trihydroxy,453.63,3
Trihydroxy,631.9,3
Trihydroxy,570.3,3
Trihydroxy,156.17,3
Trihydroxy,595.4,3
Trihydroxy,492.09,3
Trihydroxy,168.02,3
Trihydroxy,17.46,3
Trihydroxy,522.34,3
Trihydroxy,53.93,3
Trihydroxy,505.08,3
Trihydroxy,204.64,3
Trihydroxy,153.16,3
Trihydroxy,105.08,3
Trihydroxy,471.15,3
Trihydroxy,39.5,3
Trihydroxy,29.9,3
Trihydroxy,625.32,3
Trihydroxy,472.24,3
Trihydroxy,392.51,3
Trihydroxy,15.92,3
Trihydroxy,350.14,3
Trihydroxy,136.16,3
Trihydroxy,119.07,3
Trihydroxy,57.87,3
Trihydroxy,92.99,3
Trihydroxy,59.81,3
Trihydroxy,169,3
Trihydroxy,144.13,3
Trihydroxy,139.01,3
Trihydroxy,631.3,3
Trihydroxy,445.26,3
Trihydroxy,500.15,3
Trihydroxy,55.05,3
Trihydroxy,124.07,3
Trihydroxy,71.98,3
Trihydroxy,123.98,3
Trihydroxy,18.07,3
Trihydroxy,268.21,3
Trihydroxy,84.97,3
Trihydroxy,33.97,3
Trihydroxy,592.28,3
Trihydroxy,12,3
Trihydroxy,232.04,3
Trihydroxy,221.11,3
Trihydroxy,78.98,3
Trihydroxy,30.06,3
Trihydroxy,511.12,3
Trihydroxy,113.05,3
Trihydroxy,620.28,3
Trihydroxy,71.62,3
Trihydroxy,16.02,3
Trihydroxy,177.07,3
Trihydroxy,149.08,3
Trihydroxy,113.71,3
Trihydroxy,8.99,3
Trihydroxy,88.92,3
Trihydroxy,17.51,3
Trihydroxy,132.96,3
Trihydroxy,74.13,3
Trihydroxy,41.01,3
Trihydroxy,133.08,3
Trihydroxy,462.14,3
Trihydroxy,436.09,3
Trihydroxy,20.06,3
Trihydroxy,90.51,2
Trihydroxy,75.94,2
Trihydroxy,533.14,2
Trihydroxy,426.24,2
Trihydroxy,110.99,2
Trihydroxy,19.09,2
Trihydroxy,170.14,2
Trihydroxy,477.26,2
Trihydroxy,621.67,2
Trihydroxy,82.99,2
Trihydroxy,148.08,2
Trihydroxy,25.07,2
Trihydroxy,66.1,2
Trihydroxy,98.96,2
Trihydroxy,117.98,2
Trihydroxy,535.4,2
Trihydroxy,29.06,2
Trihydroxy,502.33,2
Trihydroxy,231.04,2
Trihydroxy,257.91,2
Trihydroxy,66.05,2
Trihydroxy,148.06,2
Trihydroxy,486.16,2
Trihydroxy,269.05,2
Trihydroxy,63.96,2
Trihydroxy,230.92,2
Trihydroxy,499.12,2
Trihydroxy,41.04,2
Trihydroxy,15.05,2
Trihydroxy,618.27,2
Trihydroxy,95.91,2
Trihydroxy,91.84,2
Trihydroxy,799.26,2
Trihydroxy,101.98,2
Trihydroxy,53.86,2
Trihydroxy,98.09,2
Trihydroxy,96.96,2
Trihydroxy,14.04,2
Trihydroxy,230.93,2
Trihydroxy,430.21,2
Trihydroxy,117.08,2
Trihydroxy,167.07,2
Trihydroxy,206.07,2
Trihydroxy,71.91,2
Trihydroxy,205.99,2
Trihydroxy,899.94,2
Trihydroxy,150.08,2
Trihydroxy,692.23,2
Trihydroxy,98.98,2
Trihydroxy,230.04,2
Trihydroxy,106.04,2
Trihydroxy,108.54,2
Trihydroxy,539.33,2
Trihydroxy,557.46,2
Trihydroxy,774.46,2
Trihydroxy,762.54,2
Trihydroxy,808.25,2
Trihydroxy,891.43,2
Trihydroxy,115.92,2
Trihydroxy,187.04,2
Trihydroxy,208.04,2
Trihydroxy,500.14,2
Trihydroxy,821.19,2
Trihydroxy,140.02,2
Trihydroxy,899.42,2
Trihydroxy,831.27,2
Trihydroxy,230.17,2
Trihydroxy,160.09,2
Trihydroxy,22.85,2
Trihydroxy,127.02,2
Trihydroxy,891.93,2
Trihydroxy,142.08,2
Trihydroxy,121.02,2
Trihydroxy,99.47,2
Trihydroxy,642.27,2
Trihydroxy,145.08,2
Trihydroxy,621.16,2
Trihydroxy,55.13,2
Trihydroxy,474.33,2
Trihydroxy,528.27,2
Trihydroxy,504.59,2
Trihydroxy,490.26,2
Trihydroxy,51.95,2
Trihydroxy,128.05,2
Trihydroxy,359.64,2
Trihydroxy,4.94,2
Trihydroxy,461.63,2
Trihydroxy,26.97,2
Trihydroxy,35.95,2
Trihydroxy,211.1,2
Trihydroxy,25.94,2
Trihydroxy,88.08,2
Trihydroxy,146.09,2
Trihydroxy,427.25,2
Trihydroxy,498.31,2
Trihydroxy,125.97,2
Trihydroxy,209,2
Trihydroxy,107.58,2
Trihydroxy,1.47,2
Trihydroxy,410.29,2
Trihydroxy,27.01,2
Trihydroxy,87.5,2
Trihydroxy,206.57,2
Trihydroxy,159.05,2
Trihydroxy,410.2,2
Trihydroxy,424.65,2
Trihydroxy,17.21,2
Trihydroxy,573.45,2
Trihydroxy,19.08,2
Trihydroxy,649.76,2
Trihydroxy,631.41,2
Trihydroxy,8.96,2
Trihydroxy,686.26,2
Trihydroxy,190.1,2
Trihydroxy,300.15,2
Trihydroxy,57.48,2
Trihydroxy,149.02,2
Trihydroxy,79.02,2
Trihydroxy,106.45,2
Trihydroxy,338.87,2
Trihydroxy,385.58,2
Trihydroxy,386.63,2
Trihydroxy,204.05,2
Trihydroxy,574.48,2
Trihydroxy,173.1,2
Trihydroxy,0.08,2
Trihydroxy,106.98,2
Trihydroxy,118.1,2
Trihydroxy,85,2
Trihydroxy,448.14,2
Trihydroxy,11.01,2
Trihydroxy,554.23,2
Trihydroxy,161.15,2
Trihydroxy,456.33,2
Trihydroxy,307.11,2
Trihydroxy,234.05,2
Trihydroxy,226.52,2
Trihydroxy,108.47,2
Trihydroxy,783.21,2
Trihydroxy,108.01,2
Trihydroxy,899.44,2
Trihydroxy,226.99,2
Trihydroxy,237.08,2
Trihydroxy,95.95,2
Trihydroxy,187.05,2
Trihydroxy,18.36,2
Trihydroxy,281.63,2
Trihydroxy,92.97,2
Trihydroxy,468.33,2
Trihydroxy,162.07,2
Trihydroxy,40.51,2
Trihydroxy,577.25,2
Trihydroxy,112.99,2
Trihydroxy,85.97,2
Trihydroxy,70.46,2
Trihydroxy,4.97,2
Trihydroxy,138.03,2
Trihydroxy,114.98,2
Trihydroxy,519.15,2
Trihydroxy,205.1,2
Trihydroxy,86.05,2
Trihydroxy,128.98,2
Trihydroxy,45.05,2
Trihydroxy,22.48,2
Trihydroxy,90.92,2
Trihydroxy,154.05,2
Trihydroxy,318.24,2
Trihydroxy,587.39,2
Trihydroxy,606.27,2
Trihydroxy,443.25,2
Trihydroxy,15.94,2
Trihydroxy,103.01,2
Trihydroxy,473.24,2
Trihydroxy,123.02,2
Trihydroxy,633.14,2
Trihydroxy,35.19,2
Trihydroxy,18.16,2
Trihydroxy,632.31,2
Trihydroxy,35.13,2
Trihydroxy,579.24,2
Trihydroxy,42.96,2
Trihydroxy,89.9,2
Trihydroxy,604.3,2
Trihydroxy,380.17,2
Trihydroxy,333.07,2
Trihydroxy,0.15,2
Trihydroxy,177.08,2
Trihydroxy,127.08,2
Trihydroxy,70.06,2
Trihydroxy,148.98,2
Trihydroxy,364.26,2
Trihydroxy,82.92,2
Trihydroxy,0.21,2
Trihydroxy,897.48,2
Trihydroxy,391.28,2
Trihydroxy,7.03,2
Trihydroxy,283.04,2
Trihydroxy,295.06,2
Trihydroxy,27.91,2
Trihydroxy,206.11,2
Trihydroxy,112.06,2
Trihydroxy,482.06,2
Trihydroxy,168.97,2
Trihydroxy,206.03,2
Trihydroxy,83.02,2
Trihydroxy,561.34,2
Trihydroxy,127.06,2
Trihydroxy,243.15,2
Trihydroxy,104.03,2
Trihydroxy,83.07,2
